"Phecode","No. Cases with P","No. Controls with P","Odds Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"346",16,4,4.00302130464982,0.0117885438855985,1.29096774782086,16.451859795156,"Abnormal findings on study of brain, nervous system"
"346.1",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"346.2",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Nonspecific abnormal results of function study of brain and central nervous system"
"346.3",0,1,0,1,0,39.0005499686929,"Nonspecific abnormal findings in cerebrospinal fluid"
"347",21,0,Inf,9.46454884001672e-07,5.21320471546463,Inf,"Cataplexy and narcolepsy"
"348",140,22,6.41802511004289,2.55645362220218e-22,4.07250781546092,10.5793014474758,"Other conditions of brain"
"348.1",72,4,18.0899975948566,3.30479973047477e-17,6.76345596586876,68.2787313827531,"Coma; stupor; and brain damage"
"348.2",38,11,3.46083123912154,0.000140130571341141,1.73286453537154,7.51061739233562,"Cerebral edema and compression of brain"
"348.4",0,0,0,1,0,Inf,"Cerebral cysts"
"348.7",13,2,6.50472104206287,0.00737019916073087,1.47223538810881,59.4098414374405,"Coma"
"348.8",29,2,14.5304595939639,4.56994960561549e-07,3.67377202619686,125.857720464426,"Encephalopathy, not elsewhere classified"
"348.9",26,4,6.50990444613258,5.89738363924917e-05,2.25763489293825,25.6747742443305,"Other conditions of brain, NOS"
"349",38,4,9.52282294529404,5.53874994962073e-08,3.42726861000116,36.7317390978146,"Other disorders of the nervous system"
"350",0,0,0,1,0,Inf,"Abnormal movement"
"350.1",65,15,4.34861955262946,1.34947403557069e-08,2.45167679799169,8.21588863776827,"Abnormal involuntary movements"
"350.2",116,48,2.42870041456394,1.02668428137426e-07,1.71915166794735,3.47761216870225,"Abnormality of gait"
"350.3",44,14,3.14981566132758,9.88828552586987e-05,1.69309885741823,6.22525953007683,"Lack of coordination"
"350.5",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Abnormal reflex"
"350.6",1,3,0.33327689227662,0.624972878659094,0.0063532312151934,4.15146092583428,"Disturbances of sensation of smell and taste"
"351",70,26,2.70096390231555,7.77150792167285e-06,1.69849261010612,4.4173971294813,"Other peripheral nerve disorders"
"352",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Disorders of other cranial nerves"
"352.1",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Trigeminal nerve disorders"
"352.2",5,4,1.25007776536724,1,0.268996879125775,6.301303774002,"Facial nerve disorders"
"353",8,4,2.00051930004015,0.387590414015742,0.535798563217877,9.08077402842286,"Nerve root and plexus disorders"
"353.1",12,8,1.5004046581519,0.503288221223729,0.563795671344808,4.23318977001417,"Nerve plexus lesions"
"353.2",10,6,1.66710874531528,0.454365696599293,0.548785447699584,5.58247664933385,"Nerve root lesions"
"355",13,1,13.0139917578019,0.00182663958679073,1.95368011715086,551.635998452922,"Complex regional/central pain syndrome"
"355.1",54,4,13.5515558561096,3.03192049942186e-12,4.99413463633747,51.5660708001027,"Chronic pain syndrome"
"356",22,7,3.14639557662677,0.00809771410522388,1.29753471553702,8.72218565974139,"Hereditary and idiopathic peripheral neuropathy"
"357",8,0,Inf,0.00780459218313921,1.7075042651729,Inf,"Inflammatory and toxic neuropathy"
"358",1,1,1,1,0.0127457840596285,78.4573154010539,"Myoneural disorders"
"358.1",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Myasthenia gravis"
"359",5,7,0.71419399053627,0.774365106332517,0.178709266624902,2.61483292766818,"Muscular dystrophies and other myopathies"
"359.1",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Muscular dystrophies"
"359.2",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Myopathy"
"360",1,0,Inf,1,0.0256406640625,Inf,"Disorders of the globe"
"360.2",3,3,1,1,0.133900497374335,7.46823215454069,"progressive myopia"
"360.3",0,0,0,1,0,Inf,"Hypotony of eye"
"361",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Retinal detachments and defects"
"361.1",0,2,0,0.499981920086784,0,5.32450932101021,"Retinal detachment with retinal defect"
"361.2",1,1,1,1,0.0127457840596285,78.4573154010539,"Retinoschisis and retinal cysts"
"362",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Retinal disorders"
"362.1",0,0,0,1,0,Inf,"Retinopathy of prematurity"
"362.2",0,0,0,1,0,Inf,"Macular degeneration"
"362.21",0,0,0,1,0,Inf,"Macular degeneration, dry"
"362.22",0,0,0,1,0,Inf,"Macular degeneration, wet"
"362.23",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Cystoid macular degeneration of retina"
"362.26",1,0,Inf,1,0.0256406640625,Inf,"Macular puckering of retina"
"362.27",0,0,0,1,0,Inf,"Retinal drusen"
"362.29",0,0,0,1,0,Inf,"Age-related macular degeneration"
"362.3",0,0,0,1,0,Inf,"Other nondiabetic retinopathy"
"362.31",0,0,0,1,0,Inf,"Separation of retinal layers"
"362.4",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Retinal vascular changes and abnomalities"
"362.5",0,0,0,1,0,Inf,"Toxic maculopathy of retina"
"362.6",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Peripheral retinal degenerations"
"362.7",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Hereditary retinal dystrophies"
"362.8",0,1,0,1,0,39.0005499686929,"Retinal hemorrhage/ischemia"
"362.9",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Retinal edema and hypertensive retinopathy"
"363",0,0,0,1,0,Inf,"Disorders of choroid"
"363.3",1,1,1,1,0.0127457840596285,78.4573154010539,"Chorioretinal scars"
"363.4",1,1,1,1,0.0127457840596285,78.4573154010539,"Choroidal degenerations"
"364",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Disorders of cornea"
"364.1",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Corneal opacity"
"364.2",3,3,1,1,0.133900497374335,7.46823215454069,"Corneal edema"
"364.4",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Corneal degenerations"
"364.41",3,5,0.599927722293002,0.726522943753084,0.093127159024285,3.08406231275103,"Keratoconus"
"364.5",0,0,0,1,0,Inf,"Corneal dystrophy"
"364.51",0,0,0,1,0,Inf,"Fuchs' dystrophy"
"364.9",1,0,Inf,1,0.0256406640625,Inf,"Cornea replaced by transplant"
"365",17,9,1.88992950831517,0.168437154355775,0.796513820407156,4.81412928121224,"Glaucoma"
"365.1",22,7,3.14639557662677,0.00809771410522388,1.29753471553702,8.72218565974139,"Open-angle glaucoma"
"365.11",4,3,1.33341157398386,1,0.225537402615115,9.10279987048802,"Primary open angle glaucoma"
"365.2",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Primary angle-closure glaucoma"
"365.5",0,0,0,1,0,Inf,"Pseudoexfoliation glaucoma"
"366",1,1,1,1,0.0127457840596285,78.4573154010539,"Cataract"
"366.1",0,1,0,1,0,39.0005499686929,"Nonsenile Cataract"
"366.2",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Senile cataract"
"366.3",0,0,0,1,0,Inf,"Traumatic cataract"
"367",7,8,0.874941496039325,1,0.269987803100289,2.76192601353357,"Disorders of refraction and accommodation"
"367.1",230,208,1.10755091156614,0.311794413654485,0.912726987454778,1.34463048662007,"Myopia"
"367.2",56,41,1.36732068187517,0.154091631809554,0.897054451296242,2.09971815638933,"Astigmatism"
"367.4",1,0,Inf,1,0.0256406640625,Inf,"Presbyopia"
"367.8",78,58,1.3467644620999,0.102067237728886,0.945674304308535,1.92740493607602,"Hypermetropia"
"367.9",16,5,3.20269676436284,0.0265475817264436,1.1206202776155,11.1808357930638,"Blindness and low vision"
"368",32,17,1.88434629139771,0.0441972277035107,1.01508536922796,3.61959663653454,"Visual disturbances"
"368.1",15,10,1.50051332984082,0.424144764796535,0.630365126460319,3.73609910497903,"Amblyopia"
"368.2",22,8,2.75284508343902,0.0160684722763284,1.17980376769614,7.15435883673289,"Diplopia and disorders of binocular vision"
"368.3",0,2,0,0.499981920086784,0,5.32450932101021,"Anisometropia"
"368.4",5,4,1.25007776536724,1,0.268996879125775,6.301303774002,"Visual field defects"
"368.5",2,2,1,1,0.0724972999730408,13.7936171467333,"Color vision deficiencies"
"368.7",6,1,6.00172959797013,0.124952540228117,0.72801947933814,275.757453177678,"Disorders of accommodation"
"368.9",28,14,2.00196922977088,0.0434003941686337,1.01870924720697,4.11715758744377,"Subjective visual disturbances"
"368.91",11,0,Inf,0.000974621585712734,2.51130199904392,Inf,"Psychophysical visual disturbances"
"369",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Infection of the eye"
"369.2",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Eye infection, viral"
"369.5",96,62,1.55218751511292,0.00826277747210013,1.11521194538626,2.17403178826737,"Conjunctivitis, infectious"
"370",11,6,1.83394645360791,0.332155639967805,0.621475450592073,6.04130859426871,"Keratitis"
"370.1",17,19,0.89461125460793,0.867853365898548,0.436595840469532,1.81851219580685,"Corneal ulcer"
"370.2",11,15,0.733131955786288,0.557009648896069,0.304473707770529,1.70892668867685,"Superficial keratitis"
"370.3",2,4,0.499942552223058,0.687466096484795,0.0452173781712946,3.48901884684385,"Keratoconjunctivitis"
"370.31",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Keratoconjunctivitis sicca"
"371",1,0,Inf,1,0.0256406640625,Inf,"Inflammation of the eye"
"371.1",11,8,1.37527745915116,0.647491163621929,0.503693242207921,3.93993038290892,"Uveitis"
"371.2",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Conjunctivitis, noninfectious"
"371.21",48,32,1.50171184087155,0.0924399877947513,0.939858800852539,2.42895862794693,"Allergic conjunctivitis"
"371.3",44,36,1.22292061466251,0.43337437050009,0.768813212538024,1.95687918963494,"Inflammation of eyelids"
"371.33",1,0,Inf,1,0.0256406640625,Inf,"Noninfectious dermatoses of eyelid"
"371.9",0,0,0,1,0,Inf,"Chronic inflammatory disorders of orbit"
"372",4,5,0.799950233261068,1,0.158697316597529,3.71751524868967,"Disorders of conjunctiva"
"374",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Other disorders of eyelids"
"374.1",0,0,0,1,0,Inf,"Ectropion or entropion"
"374.2",0,0,0,1,0,Inf,"Lagophthalmos"
"374.3",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Ptosis of eyelid"
"374.6",0,0,0,1,0,Inf,"Dermatochalasis"
"375",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Disorders of lacrimal system"
"375.1",12,13,0.923036065612301,1,0.384810173882415,2.19494824893535,"Dry eyes"
"375.2",2,2,1,1,0.0724972999730408,13.7936171467333,"Epiphora"
"376",0,0,0,1,0,Inf,"Disorders of the orbit"
"377",12,13,0.923036065612301,1,0.384810173882415,2.19494824893535,"Disorders of optic nerve and visual pathways"
"377.1",6,2,3.00094148925591,0.288991303905576,0.536455150377191,30.4081109655923,"Optic atrophy"
"377.3",5,4,1.25007776536724,1,0.268996879125775,6.301303774002,"Optic neuritis/neuropathy"
"378",25,13,1.92469330333309,0.0727555192307011,0.947657354473115,4.09844427142344,"Disorders of binocular eye movements"
"378.1",54,33,1.63881966317648,0.0311530833288995,1.04291260478963,2.61092410540472,"Strabismus (not specified as paralytic)"
"378.2",17,3,5.67197367336007,0.00256814888031796,1.64007680113337,30.2270124872476,"Nystagmus and other irregular eye movements"
"378.5",7,1,7.00256823481139,0.0702729523356312,0.899457616404829,315.193616186098,"Paralytic strabismus"
"379",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Other disorders of eye"
"379.1",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Scleritis and episcleritis"
"379.2",12,5,2.40128189055629,0.14334021026367,0.787166894768317,8.70221609968002,"Disorders of vitreous body"
"379.3",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Aphakia and other disorders of lens"
"379.4",1,1,1,1,0.0127457840596285,78.4573154010539,"Anomalies of pupillary function"
"379.5",4,5,0.799950233261068,1,0.158697316597529,3.71751524868967,"Disorders of iris and ciliary body"
"379.51",0,0,0,1,0,Inf,"Pigmentary iris degeneration"
"379.9",16,6,2.6686544501195,0.0523861788047503,0.991465170035224,8.32878934306339,"Pain, swelling or discharge of eye"
"380",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Other disorders of external ear"
"380.1",69,49,1.41018655565641,0.0791923732220626,0.962963295414006,2.07893203123267,"Otitis externa"
"380.4",80,56,1.43104022480898,0.0476341196195072,1.00355970893666,2.05282596610942,"Impacted cerumen"
"381",0,0,0,1,0,Inf,"Eustachian tube disorders"
"381.1",49,39,1.25730891750512,0.336627533061652,0.808205946249224,1.96782430671725,"Otitis media"
"381.11",178,130,1.37402434085519,0.00698405746132943,1.08834016434083,1.73850043574888,"Suppurative and unspecified otitis media"
"381.2",34,33,1.03038332003335,1,0.618823818772859,1.71748532015454,"Eustachian tube disorders"
"381.3",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Mastoiditis"
"381.9",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Otorrhea"
"382",43,22,1.95746559796964,0.012400366100161,1.14465887749325,3.43824292992584,"Otalgia"
"383",0,0,0,1,0,Inf,"Otosclerosis"
"384",1,0,Inf,1,0.0256406640625,Inf,"Other disorders of tympanic membrane"
"384.1",1,1,1,1,0.0127457840596285,78.4573154010539,"Myringitis"
"384.4",20,18,1.11126622210827,0.871326250184715,0.557882590920499,2.22926562106908,"Perforation of tympanic membrane"
"385",1,1,1,1,0.0127457840596285,78.4573154010539,"Other disorders of middle ear and mastoid"
"385.3",3,7,0.428434493655716,0.343661000054015,0.0714774304178612,1.87728795442489,"Cholesteatoma"
"385.5",1,5,0.1999594300272,0.218699148405338,0.00423167377588643,1.787159323986,"Tympanosclerosis and middle ear disease related to otitis media"
"386",0,0,0,1,0,Inf,"Vertiginous syndromes and other disorders of vestibular system"
"386.1",1,0,Inf,1,0.0256406640625,Inf,"Meniere's disease"
"386.2",14,3,4.669945108855,0.0126995793553319,1.30302638989667,25.3498283132153,"Peripheral or central vertigo"
"386.21",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Central origin vertigo"
"386.3",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Labyrinthitis"
"386.9",206,69,3.01554939236443,3.6809420649408e-17,2.28286044806115,4.02459749966076,"Light-headedness and vertigo"
"388",0,1,0,1,0,39.0005499686929,"Other disorders of ear"
"389",40,11,3.64353928162926,5.61864666318177e-05,1.8339664863087,7.87701576702783,"Hearing loss"
"389.1",34,23,1.4794114388205,0.184397231045569,0.845902796805771,2.63187521197049,"Sensorineural hearing loss"
"389.2",21,16,1.31295845754224,0.511090992940403,0.652485474291017,2.69256906072367,"Conductive hearing loss"
"389.3",1,1,1,1,0.0127457840596285,78.4573154010539,"Degenerative and vascular disorders of ear"
"389.4",22,11,2.00153380978581,0.0799640873576938,0.929778995726215,4.57332509273271,"Tinnitus"
"389.5",13,4,3.25228688321282,0.048973473946589,1.00432739698665,13.6913026543929,"Disorders of acoustic nerve"
"394",1,1,1,1,0.0127457840596285,78.4573154010539,"Chronic rheumatic disease of the heart valves"
"394.1",1,1,1,1,0.0127457840596285,78.4573154010539,"Mitral valve stenosis and/or aortic valve stenosis"
"394.11",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Mitral stenosis/insufficiency"
"394.12",0,0,0,1,0,Inf,"Aortic stenosis/insufficiency"
"394.2",1,0,Inf,1,0.0256406640625,Inf,"Mitral valve disease"
"394.3",0,0,0,1,0,Inf,"Aortic valve disease"
"394.4",0,0,0,1,0,Inf,"Acute rheumatic heart disease"
"394.7",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Disease of tricuspid valve"
"395",1,0,Inf,1,0.0256406640625,Inf,"Heart valve disorders"
"395.1",24,13,1.84757383529287,0.0986467912869728,0.903650178070715,3.95317277510572,"Nonrheumatic mitral valve disorders"
"395.2",9,6,1.50029603363936,0.607139321920151,0.476767864204227,5.12375750659288,"Nonrheumatic aortic valve disorders"
"395.3",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Nonrheumatic tricuspid valve disorders"
"395.4",4,4,1,1,0.186203523423341,5.3704676561166,"Nonrheumatic pulmonary valve disorders"
"395.6",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Heart valve replaced"
"396",26,19,1.36909439065262,0.370906771663762,0.728578749181385,2.61840250975845,"Abnormal heart sounds"
"401",0,0,0,1,0,Inf,"Hypertension"
"401.1",330,97,3.46094116549183,3.21817229938064e-31,2.74787049131756,4.39179702803411,"Essential hypertension"
"401.2",0,0,0,1,0,Inf,"Hypertensive heart and/or renal disease"
"401.21",7,4,1.75033443754228,0.548746535814398,0.44485606428426,8.15574598660003,"Hypertensive heart disease"
"401.22",9,3,3.00137510145988,0.145908690992822,0.748772921678584,17.237432722716,"Hypertensive chronic kidney disease"
"401.3",21,5,4.20441781003623,0.00248276848205707,1.54232779867664,14.2763071373503,"Other hypertensive complications"
"402",72,19,3.80359771795675,1.87003955479119e-08,2.26778414416237,6.68430927593329,"Elevated blood pressure reading"
"411",1,1,1,1,0.0127457840596285,78.4573154010539,"Ischemic Heart Disease"
"411.1",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Unstable angina (intermediate coronary syndrome)"
"411.2",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Myocardial infarction"
"411.3",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Angina pectoris"
"411.4",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Coronary atherosclerosis"
"411.41",0,0,0,1,0,Inf,"Aneurysm and dissection of heart"
"411.8",1,0,Inf,1,0.0256406640625,Inf,"Chronic ischemic heart disease"
"411.9",0,0,0,1,0,Inf,"Other acute and subacute forms of ischemic heart disease"
"414",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Other forms of chronic heart disease"
"414.2",1,0,Inf,1,0.0256406640625,Inf,"ASCVD"
"415",7,0,Inf,0.0156131372022007,1.44168304781675,Inf,"pulmonary heart disease"
"415.1",9,1,9.00464251268305,0.0214621330590601,1.24746877010085,394.041276850179,"Pulmonary embolism and infarction"
"415.11",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Pulmonary embolism and infarction, acute"
"415.2",1,1,1,1,0.0127457840596285,78.4573154010539,"Primary pulmonary hypertension"
"415.21",0,0,0,1,0,Inf,"Primary pulmonary hypertension"
"416",13,3,4.33602611984641,0.0212346133768042,1.19123209209502,23.727504179091,"Cardiomegaly"
"418",502,179,2.87236668760158,3.54262272530692e-37,2.41292022434508,3.43194791079643,"Nonspecific chest pain"
"418.1",8,6,1.33350806807232,0.790474305024081,0.40563159039141,4.6634633972089,"Precordial pain"
"420",0,0,0,1,0,Inf,"Carditis"
"420.1",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Myocarditis"
"420.2",9,5,1.80047264834015,0.423830866812619,0.541718128612178,6.84071625363421,"Pericarditis"
"420.21",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Acute pericarditis"
"420.22",1,0,Inf,1,0.0256406640625,Inf,"Chronic pericarditis"
"420.3",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Endocarditis"
"420.4",1,0,Inf,1,0.0256406640625,Inf,"Other rheumatic heart disease"
"425",0,0,0,1,0,Inf,"Cardiomyopathy"
"425.1",13,9,1.44483680866605,0.523299739804677,0.571148641094158,3.83132889610921,"Primary/intrinsic cardiomyopathies"
"425.11",0,0,0,1,0,Inf,"Hypertrophic obstructive cardiomyopathy"
"425.12",1,0,Inf,1,0.0256406640625,Inf,"Other hypertrophic cardiomyopathy"
"425.2",2,2,1,1,0.0724972999730408,13.7936171467333,"Secondary/extrinsic cardiomyopathies"
"425.8",0,0,0,1,0,Inf,"Other cardiomyopathy"
"426",0,0,0,1,0,Inf,"Cardiac conduction disorders"
"426.2",0,1,0,1,0,39.0005499686929,"AV block"
"426.21",1,1,1,1,0.0127457840596285,78.4573154010539,"First degree AV block"
"426.22",0,0,0,1,0,Inf,"Mobitz II AV block"
"426.23",1,1,1,1,0.0127457840596285,78.4573154010539,"Second degree AV block"
"426.24",1,0,Inf,1,0.0256406640625,Inf,"Atrioventricular block, complete"
"426.25",0,0,0,1,0,Inf,"Other heart block"
"426.3",0,0,0,1,0,Inf,"Bundle branch block"
"426.31",7,4,1.75033443754228,0.548746535814398,0.44485606428426,8.15574598660003,"Right bundle branch block"
"426.32",1,0,Inf,1,0.0256406640625,Inf,"Left bundle branch block"
"426.4",4,8,0.499870208690279,0.387590414015742,0.11012277112832,1.86637305257827,"Anomalous atrioventricular excitation"
"426.7",55,21,2.62556297578965,0.00011812403549354,1.5612737503715,4.57297181981981,"Abnormal electrocardiogram"
"426.8",4,3,1.33341157398386,1,0.225537402615115,9.10279987048802,"Other cardiac conduction disorders"
"426.9",0,0,0,1,0,Inf,"Cardiac pacemaker/device in situ"
"426.91",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Cardiac pacemaker in situ"
"426.92",1,3,0.33327689227662,0.624972878659094,0.0063532312151934,4.15146092583428,"Cardiac defibrillator in situ"
"427",0,0,0,1,0,Inf,"Cardiac dysrhythmias"
"427.1",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Paroxysmal tachycardia, unspecified"
"427.11",14,15,0.933238890377558,1,0.417204742801756,2.07471845344674,"Paroxysmal supraventricular tachycardia"
"427.12",6,2,3.00094148925591,0.288991303905576,0.536455150377191,30.4081109655923,"Paroxysmal ventricular tachycardia"
"427.2",0,0,0,1,0,Inf,"Atrial fibrillation & flutter"
"427.21",3,8,0.374856130587276,0.226469265333796,0.0640400078936873,1.56227389556164,"Atrial fibrillation"
"427.22",0,3,0,0.249972880130175,0,2.41986296452244,"Atrial flutter"
"427.3",99,16,6.22444752493857,7.56532348030977e-16,3.64716355965187,11.3200047960724,"Other specified cardiac dysrhythmias"
"427.4",0,0,0,1,0,Inf,"Cardiac arrest & ventricular fibrillation"
"427.41",2,2,1,1,0.0724972999730408,13.7936171467333,"Ventricular fibrillation & flutter"
"427.42",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Cardiac arrest"
"427.5",31,10,3.10482308962923,0.00143909050058902,1.48259197029331,7.10233719263486,"Cardiac arrhythmia NOS"
"427.6",9,8,1.12507606790181,1,0.385166507341745,3.3521480404108,"Premature beats"
"427.61",2,2,1,1,0.0724972999730408,13.7936171467333,"Supraventricular premature beats"
"427.7",165,29,5.74582533739416,1.90963667993638e-24,3.85247586194381,8.85418299133534,"Tachycardia NOS"
"427.8",2,2,1,1,0.0724972999730408,13.7936171467333,"Sinoatrial node dysfunction"
"427.9",150,80,1.88454180472445,4.18012821249799e-06,1.42575213919594,2.50672805053651,"Palpitations"
"428",7,1,7.00256823481139,0.0702729523356312,0.899457616404829,315.193616186098,"Heart failure"
"428.1",11,2,5.5031480982256,0.0224306477389857,1.20075146929385,51.0903629954568,"Systolic/diastolic heart failure"
"428.2",7,1,7.00256823481139,0.0702729523356312,0.899457616404829,315.193616186098,"Heart failure NOS"
"428.3",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Heart failure with reduced EF [Systolic or combined heart failure]"
"428.4",0,1,0,1,0,39.0005499686929,"Heart failure with preserved EF [Diastolic heart failure]"
"429",0,0,0,1,0,Inf,"Ill-defined descriptions and complications of heart disease"
"429.1",0,0,0,1,0,Inf,"Heart transplant/surgery"
"429.2",0,1,0,1,0,39.0005499686929,"Abnormal function study of cardiovascular system"
"429.3",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Symptoms involving cardiovascular system"
"429.9",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Cardiac complications, not elsewhere classified"
"430",7,1,7.00256823481139,0.0702729523356312,0.899457616404829,315.193616186098,"Intracranial hemorrhage"
"430.1",6,0,Inf,0.0312330519201888,1.17768859146603,Inf,"Subarachnoid hemorrhage"
"430.2",12,0,Inf,0.000487116890931194,2.78026788495404,Inf,"Intracerebral hemorrhage"
"430.3",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Subdural hemorrhage"
"433",1,0,Inf,1,0.0256406640625,Inf,"Cerebrovascular disease"
"433.1",0,1,0,1,0,39.0005499686929,"Occlusion and stenosis of precerebral arteries"
"433.11",1,1,1,1,0.0127457840596285,78.4573154010539,"Occlusion of cerebral arteries, with cerebral infarction"
"433.12",0,0,0,1,0,Inf,"Cerebral atherosclerosis"
"433.2",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Occlusion of cerebral arteries"
"433.21",11,1,11.0043501413709,0.00633717322830968,1.59944249467956,472.855661984766,"Ischemic stroke"
"433.3",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Cerebral ischemia"
"433.31",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Transient cerebral ischemia"
"433.32",0,0,0,1,0,Inf,"Moyamoya disease"
"433.5",0,0,0,1,0,Inf,"Cerebral aneurysm"
"433.6",6,1,6.00172959797013,0.124952540228117,0.72801947933814,275.757453177678,"Acute, but ill-defined cerebrovascular disease"
"433.8",24,2,12.0223542649819,1.04024513545529e-05,2.98298464987357,104.991396689773,"Late effects of cerebrovascular disease"
"440",0,0,0,1,0,Inf,"Atherosclerosis"
"440.1",1,0,Inf,1,0.0256406640625,Inf,"Atherosclerosis of renal artery"
"440.2",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Atherosclerosis of the extremities"
"440.21",0,0,0,1,0,Inf,"Atherosclerosis of native arteries of the extremities with ulceration or gangrene"
"440.22",0,1,0,1,0,39.0005499686929,"Atherosclerosis of native arteries of the extremities with intermittent claudication"
"440.9",0,0,0,1,0,Inf,"Atherosclerosis of aorta"
"441",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Vascular insufficiency of intestine"
"441.1",0,1,0,1,0,39.0005499686929,"Acute vascular insufficiency of intestine"
"441.2",0,0,0,1,0,Inf,"Chronic vascular insufficiency of intestine"
"442",1,0,Inf,1,0.0256406640625,Inf,"Other aneurysm"
"442.1",2,2,1,1,0.0724972999730408,13.7936171467333,"Aortic aneurysm"
"442.11",0,0,0,1,0,Inf,"Abdominal aortic aneurysm"
"442.2",0,0,0,1,0,Inf,"Aneurysm of iliac artery"
"442.3",0,1,0,1,0,39.0005499686929,"Aneurysm of artery of lower extremity"
"442.4",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Arterial dissection"
"442.8",2,2,1,1,0.0724972999730408,13.7936171467333,"Aneurysm of other specified artery"
"443",0,0,0,1,0,Inf,"Peripheral vascular disease"
"443.1",11,4,2.75145201828845,0.118369819444808,0.815007094345622,11.8533952238333,"Raynaud's syndrome"
"443.7",0,0,0,1,0,Inf,"Peripheral angiopathy in diseases classified elsewhere"
"443.8",1,1,1,1,0.0127457840596285,78.4573154010539,"Other specified peripheral vascular diseases"
"443.9",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Peripheral arterial disease"
"444",1,0,Inf,1,0.0256406640625,Inf,"Arterial embolism and thrombosis"
"444.1",1,0,Inf,1,0.0256406640625,Inf,"Arterial embolism and thrombosis of lower extremity artery"
"444.2",0,0,0,1,0,Inf,"Embolism and thrombosis of abdominal aorta"
"444.5",1,0,Inf,1,0.0256406640625,Inf,"Atheroembolism"
