"Phecode","No. Cases with P","No. Controls with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"477",49,37,1.37007992452422,0.148461967195322,0.89385096653505,2.10003576643299,"Epistaxis or throat hemorrhage"
"478",6,5,1.22776692789932,0.734736680054022,0.374650748564337,4.02351159051397,"Throat pain"
"479",70,39,1.87095567373869,0.00173205523444895,1.26429347875169,2.76872038962917,"Other upper respiratory disease"
"480",2137,220,10.1995760753068,7.37070954544541e-236,8.87772574216191,11.718243516119,"Pneumonia"
"480.1",229,24,9.7841189024021,2.18206254937192e-26,6.42500468173525,14.899441702895,"Bacterial pneumonia"
"480.11",43,2,22.0093505564779,1.92335498991301e-05,5.33163039721839,90.8561689067305,"Pneumococcal pneumonia"
"480.12",17,3,5.72611810260366,0.0053293331215762,1.67796509482227,19.5405903413255,"Pseudomonal pneumonia"
"480.13",5,0,222963241.000812,0.997680757841398,0,Inf,"MRSA pneumonia"
"480.2",17,2,8.56348540921214,0.00406996376368728,1.97845444423391,37.0659443625375,"Viral pneumonia"
"480.3",18,1,18.2742187681813,0.00468536247000421,2.43940512188367,136.896929743872,"Pneumonia due to fungus"
"480.5",26,3,8.78878376610569,0.000364806140616685,2.65996849496305,29.0389605116117,"Bronchopneumonia and lung abscess"
"481",44,4,11.6577233798546,2.60126469655209e-06,4.18623780115877,32.4641171515842,"Influenza"
"483",491,255,2.02642942396939,5.9125385503735e-20,1.74180341371742,2.35756582975393,"Acute bronchitis and bronchiolitis"
"495",1788,827,2.23381775279727,2.19125270743036e-81,2.05704481369435,2.42578174257203,"Asthma"
"495.1",131,40,3.33837720332781,2.52203407722255e-11,2.34284576309489,4.75693386532479,"Chronic obstructive asthma"
"495.11",49,14,3.57694076788357,2.6086920769024e-05,1.97482888012244,6.47879185165361,"Chronic obstructive asthma with exacerbation"
"495.2",193,79,2.53304484655496,3.52035116910648e-12,1.94938290500723,3.29146017346183,"Asthma with exacerbation"
"496",3476,1219,2.96369489036088,1.37009347716077e-233,2.77648481368375,3.16352798324783,"Chronic airway obstruction"
"496.1",271,138,2.01049123667656,2.44817023275754e-11,1.63780994954959,2.46797561210618,"Emphysema"
"496.2",53,42,1.27605577370626,0.238058243518572,0.851137744586272,1.91310789348273,"Chronic bronchitis"
"496.21",1059,297,3.66668506581708,4.10688024657299e-87,3.22382503868225,4.17038121193497,"Obstructive chronic bronchitis"
"496.3",93,69,1.36419193118543,0.0506575288675851,0.999111402651451,1.86267479299371,"Bronchiectasis"
"497",135,57,2.47942735826207,9.17202567169021e-09,1.81895998689395,3.37971152152499,"Bronchitis"
"498",19,12,1.63727996592667,0.181411136911888,0.794503139280678,3.37404039618001,"Acute bronchospasm"
"499",5,2,2.54488895972334,0.264345225388653,0.493550552364066,13.1221812766697,"Cystic fibrosis"
"500",5,2,2.65245727362609,0.244655038591264,0.512804985993112,13.7196980930027,"Lung disease due to external agents"
"500.1",5,1,5.07723195915479,0.138043132987588,0.593102217232415,43.4634766454788,"Extrinsic allergic alveolitis"
"500.2",34,19,1.85598814954833,0.0309433992101598,1.0583372024291,3.2548151981784,"Pneumoconiosis"
"501",354,20,18.0326742897481,2.61676898014126e-36,11.4924768036235,28.2948008159231,"Pneumonitis due to inhalation of food or vomitus"
"502",157,93,1.71793001708206,3.55314193642462e-05,1.32925435163986,2.22025494214155,"Postinflammatory pulmonary fibrosis"
"503",302,24,13.0528085427513,9.14545824691865e-34,8.61306831692743,19.7810820237983,"Pulmonary congestion and hypostasis"
"504",20,8,2.54263633850128,0.0257167911038988,1.11982616083986,5.77321710810762,"Other alveolar and parietoalveolar pneumonopathy"
"504.1",33,22,1.53159267533309,0.121537075908785,0.892857292820861,2.62726881663567,"Idiopathic fibrosing alveolitis"
"505",100,14,7.32747927181031,2.98179248221839e-12,4.18820945918161,12.8197868330352,"Other pulmonary inflamation or edema"
"506",50,4,12.6173256706707,1.06851591398302e-06,4.55674856660997,34.9365133389842,"Empyema and pneumothorax"
"507",1059,146,7.4758333560229,6.66673854769112e-115,6.28786034808283,8.88825153123272,"Pleurisy; pleural effusion"
"508",755,61,12.8805544755662,3.91197653222674e-82,9.92233342809606,16.7207325575495,"Pulmonary collapse; interstitial/compensatory emphysema"
"509",196,12,16.5944707018975,3.52812855624973e-21,9.2645685955071,29.7236136833914,"Respiratory failure, insufficiency, arrest"
"509.1",1314,99,13.7188171109346,2.71922608608035e-139,11.1838868060298,16.8283125703491,"Respiratory failure"
"509.2",312,37,8.58094902636712,4.22206644931864e-35,6.1026667347434,12.0656574238126,"Respiratory insufficiency"
"509.3",1,0,218080775.960676,0.998963953894636,0,Inf,"Pulmonary insufficiency or respiratory failure following trauma and surgery"
"509.5",0,0,NA,NA,NA,NA,"Respiratory arrest"
"509.8",40,3,13.5445616234852,1.34123457438696e-05,4.18998415366662,43.7842108333151,"Dependence on respirator [Ventilator] or supplemental oxygen"
"510",419,102,4.22178870690902,7.03736502680019e-39,3.40014869956727,5.2419765900394,"Other diseases of lung"
"510.1",1,2,0.518237616521151,0.591503700110149,0.0469831094959106,5.71631443850901,"Lung involvement in conditions classified elsewhere"
"510.2",0,1,4.56564512910222e-09,0.998963561333987,0,Inf,"Lung transplant"
"512",0,0,NA,NA,NA,NA,"Wheezing and painful respiration"
"512.1",67,26,2.69293397599424,1.82096463158549e-05,1.71189030090795,4.23619048207579,"Wheezing"
"512.2",26,6,4.52222208827514,0.000865571849635884,1.86094579197088,10.989300550246,"Painful respiration"
"512.3",28,1,28.5112072999096,0.00099488891604554,3.87910867548198,209.555598902477,"Abnormal chest sounds"
"512.7",2763,839,3.53577353190903,5.65676650465398e-225,3.27274279152852,3.81994408522083,"Shortness of breath"
"512.8",1403,485,3.10803072708645,1.12643212209896e-102,2.80298727228769,3.44627144618803,"Cough"
"512.9",1329,342,4.08083723128773,6.49923074859849e-119,3.62341730594298,4.5960018132469,"Other dypnea"
"513",44,10,4.44290279291279,2.07428995226628e-05,2.23592153388142,8.82829961971247,"Respiratory abnormalities"
"513.3",4,1,4.03547334423772,0.212096996761926,0.451034355292566,36.1059970730828,"Hypoventilation"
"513.31",10,4,2.56811541189982,0.111001024433723,0.805129161109577,8.19150154709128,"Apnea"
"513.32",0,1,5.36251805984005e-09,0.998978051292467,0,Inf,"Orthopnea"
"513.4",5,2,2.60149206015947,0.253531637942023,0.504055075764901,13.4266298753221,"Hyperventilation"
"513.8",15,2,7.74683489790542,0.00654784896228769,1.77096208538107,33.8874849048459,"Disorders of diaphragm"
"514",250,48,5.43463975805548,6.91137999118175e-27,3.98984077393416,7.4026285692384,"Abnormal findings examination of lungs"
"514.1",4,6,0.689668455390528,0.565091456617887,0.194494399352719,2.44553354720601,"Abnormal pulmonary function"
"514.2",10,7,1.44007967232667,0.459285726805636,0.548147346037583,3.78334306941311,"Solitary pulmonary nodule"
"516",6,2,3.00876161819082,0.177316089114009,0.607254853254183,14.9074913548843,"Abnormal sputum"
"516.1",37,15,2.53603111850722,0.00237232623898187,1.39160081873077,4.62162262875275,"Hemoptysis"
"519",6,3,2.02823366979686,0.317359645590195,0.507126926498827,8.11183868247457,"Diseases of respiratory system"
"519.1",20,1,20.2736618961789,0.00331668610905057,2.72080009672829,151.066359919209,"Tracheostomy complications"
"519.2",11,0,220081190.3531,0.996562576037273,0,Inf,"Respiratory complications"
"519.8",11,6,1.84953992715726,0.225663539369132,0.683983640683477,5.00128619849828,"Other diseases of respiratory system"
"519.9",140,21,6.78222477188586,2.84661209345149e-16,4.28709699409334,10.7295386411266,"Symptoms involving respiratory system"
"520",0,0,NA,NA,NA,NA,"Disorders of tooth development"
"520.1",0,0,NA,NA,NA,NA,"Hereditary disturbances in tooth structure"
"520.2",4,4,1.03978906887769,0.956007174983403,0.259952061258144,4.15907957230582,"Disturbances in tooth eruption"
"521",0,0,NA,NA,NA,NA,"Diseases of hard tissues of teeth"
"521.1",8,0,227751065.998602,0.997064034640634,0,Inf,"Dental caries"
"521.2",0,0,NA,NA,NA,NA,"Dental abrasion, erosion and attrition"
"521.4",0,0,NA,NA,NA,NA,"Tooth complications likely association with other diseases"
"522",0,0,NA,NA,NA,NA,"Diseases of pulp and periapical tissues"
"522.1",0,0,NA,NA,NA,NA,"Pulpitis and necrosis of tooth pulp"
"522.5",3,0,219632151.13611,0.998204854639383,0,Inf,"Periapical abscess"
"523",2,0,228959862.640952,0.998531873243613,0,Inf,"Gingival and periodontal diseases"
"523.1",3,0,226620810.96102,0.998202635780605,0,Inf,"Gingivitis"
"523.3",0,0,NA,NA,NA,NA,"Periodontitis (acute or chronic)"
"523.31",0,0,NA,NA,NA,NA,"Acute periodontitis"
"523.32",0,0,NA,NA,NA,NA,"Chronic periodontitis"
"524",0,0,NA,NA,NA,NA,"Dentofacial anomalies, including malocclusion"
"524.3",0,0,NA,NA,NA,NA,"Anomalies of tooth position/malocclusion"
"525",10,0,230510992.133834,0.996716780528522,0,Inf,"Other diseases of the teeth and supporting structures"
"525.1",0,0,NA,NA,NA,NA,"Loss of teeth or edentulism"
"525.2",1,0,222199352.322681,0.998962824495995,0,Inf,"Atrophy of edentulous alveolar ridge"
"526",5,2,2.61714929709752,0.250357874216296,0.50745168654158,13.4977784584361,"Diseases of the jaws"
"526.1",0,1,4.76754473919633e-09,0.998966502834721,0,Inf,"Cysts of the jaws"
"526.3",2,2,1.01439898733551,0.988594719328658,0.142863966614057,7.20269309256354,"Anomalies of jaw size/symmetry"
"526.4",5,3,1.67364894868522,0.480690106290841,0.399969933477912,7.00327841915103,"Temporomandibular joint disorders"
"526.41",8,5,1.63244786291316,0.390053592788524,0.533951472248862,4.99087681864784,"Temporomandibular joint disorder NOS"
"526.42",3,5,0.61007320554852,0.498655834270184,0.145775840731422,2.55316185631863,"Arthralgia/ankylosis of temporomandibular joint"
"526.5",0,0,NA,NA,NA,NA,"Inflammatory conditions of jaw"
"526.8",0,0,NA,NA,NA,NA,"Exostosis of jaw"
"526.9",3,0,225995988.352994,0.998202678142654,0,Inf,"Jaw disease NOS"
"527",0,0,NA,NA,NA,NA,"Diseases of the salivary glands"
"527.1",1,0,220110607.148299,0.998963517914193,0,Inf,"Hypertrophy of salivary gland"
"527.2",6,1,6.20562435562742,0.091171113433159,0.746365978728836,51.5963679222674,"Sialoadenitis"
"527.7",13,3,4.35296709067558,0.0216565670287731,1.2404265505853,15.2756505280895,"Disturbance of salivary secretion"
"527.8",1,0,250116051.282485,0.998960061577061,0,Inf,"Other specified diseases of the salivary glands"
"528",9,6,1.51733086952561,0.428911499748064,0.540039576598786,4.26319304617521,"Diseases of the oral soft tissues"
"528.1",5,0,225159921.420909,0.997680019892121,0,Inf,"Stomatitis and mucositis"
"528.11",0,0,NA,NA,NA,NA,"Ulcerative stomatitis & mucositis"
"528.12",2,2,1.01306377003517,0.989644918236542,0.142689905661475,7.1925073984751,"Oral aphthae"
"528.3",5,0,219370768.872593,0.997682778353858,0,Inf,"Cellulitis and abscess of oral soft tissues"
"528.4",0,0,NA,NA,NA,NA,"Cysts of oral soft tissues"
"528.41",0,0,NA,NA,NA,NA,"Cyst of the salivary gland"
"528.5",2,0,218284019.950417,0.998534515124088,0,Inf,"Diseases of lips"
"528.6",0,1,4.5737652192374e-09,0.998963857137351,0,Inf,"Leukoplakia of oral mucosa"
"528.7",1,0,217701541.19634,0.998963882602083,0,Inf,"Sialolithiasis"
"529",1,1,1.03818927650862,0.97885926753127,0.0649242887769747,16.6014444541708,"Diseases of the tongue"
"529.1",4,1,4.27615812264672,0.194017699183542,0.47725046093761,38.314322953096,"Glossitis"
"529.6",2,1,2.04332274036625,0.559635304215116,0.185230801249851,22.5403539428958,"Glossodynia"
"530",13,1,13.1515274094661,0.0130378225682237,1.72034005236811,100.539816511188,"Diseases of esophagus"
"530.1",65,19,3.54365682975983,1.2347326116369e-06,2.12524218536865,5.90874010197817,"Esophagitis, GERD and related diseases"
"530.11",3114,1337,2.48063595319765,9.09761247285735e-170,2.32658416833611,2.6448880792899,"GERD"
"530.12",16,2,8.12246726677374,0.00522996134360532,1.86729061365844,35.3316586166264,"Ulcer of esophagus"
"530.13",99,90,1.13414803326207,0.387496494596805,0.852465034139386,1.50890852978011,"Barrett's esophagus"
"530.14",198,134,1.53672892334555,0.000123550077733767,1.23404551918108,1.91365370818241,"Reflux esophagitis"
"530.15",5,2,2.53510358460205,0.266220526801301,0.491821299414694,13.0672465635598,"Eosinophilic esophagitis"
"530.2",120,7,17.4379924337368,1.95819398411869e-13,8.13785175833394,37.3665666504249,"Esophageal bleeding"
"530.3",50,41,1.29215004407911,0.22415169965254,0.854737476728195,1.95340883238773,"Stricture and stenosis of esophagus"
"530.5",19,7,2.7459652988778,0.0223420058235253,1.15430731418095,6.53233790517157,"Disorders of esophageal motility"
"530.6",7,3,2.40130300407103,0.204351895167433,0.620818059537981,9.2881578246159,"Diverticulum of esophagus, acquired"
"530.7",4,0,220469212.144881,0.997926639673278,0,Inf,"Gastroesophageal laceration-hemorrhage syndrome"
"530.9",5,1,5.0911047250571,0.137396758600716,0.59467716278473,43.5855770887934,"Heartburn"
"531",0,0,NA,NA,NA,NA,"Peptic ulcer"
"531.1",29,3,9.90084974811905,0.000156980300077178,3.01560468517316,32.5065238878286,"Hemorrhage from gastrointestinal ulcer"
"531.2",41,12,3.52921357007443,0.000122605898383533,1.85439158006936,6.71667654073989,"Gastric ulcer"
"531.3",24,2,12.2726612909759,0.000658019363795228,2.90005750435306,51.9362857243126,"Duodenal ulcer"
"531.4",67,28,2.46060619226433,6.3330795428222e-05,1.58284026772179,3.82513823844273,"Peptic ulcers"
"531.5",2,0,232100975.725927,0.998531128565511,0,Inf,"Gastrojejunal ulcer"
"532",1408,201,7.34360916322285,5.32523996123725e-154,6.33447142583919,8.51351153344672,"Dysphagia"
"533",4,5,0.833247645562267,0.785686043648417,0.223726393727802,3.10335149673841,"Heartburn"
"535",0,0,NA,NA,NA,NA,"Gastritis and duodenitis"
"535.1",42,20,2.18466653801235,0.0040435513102759,1.28232074280809,3.7219766654162,"Acute gastritis"
"535.2",17,8,2.22109235482062,0.0627491132859214,0.958436788594604,5.14718477770084,"Atrophic gastritis"
"535.6",8,1,8.17232877686088,0.0476472611308996,1.02202299382724,65.347803366935,"Duodenitis"
"535.8",29,16,1.92352613592508,0.0358228896073819,1.04426286787333,3.54312396755228,"Other specified gastritis"
"535.9",141,35,4.236904326676,2.1230798326306e-14,2.92582078369936,6.13549482368104,"Gastritis and duodenitis, NOS"
"536",0,0,NA,NA,NA,NA,"Disorders of function of stomach"
"536.3",104,18,5.89205214174683,3.73092635336103e-12,3.5723254549914,9.71811747794602,"Gastroparesis"
"536.7",54,3,18.3043990125449,9.53924333762532e-07,5.72316958836885,58.5429136839447,"Complications of gastrostomy, colostomy and enterostomy"
"536.8",35,21,1.72122741467968,0.0492680040531337,1.0017417204658,2.95747272227745,"Dyspepsia and disorders of function of stomach"
"537",50,9,5.81989875640499,1.15922518846258e-06,2.86150289434618,11.8368643280871,"Other disorders of stomach and duodenum"
"537.1",19,4,4.87916499042801,0.00396623828152973,1.65971092971417,14.3436128410133,"Lesions of stomach and duodenum"
"539",49,13,3.82909214505808,1.68278516794651e-05,2.07740339105298,7.05782358808694,"Bariatric surgery"
"540",0,0,NA,NA,NA,NA,"Appendiceal conditions"
"540.1",1,1,0.994845759078394,0.997084517416381,0.0622264440830528,15.9051043160252,"Appendicitis"
"540.11",10,0,219867690.453234,0.996722254123683,0,Inf,"Acute appendicitis"
"550",16,4,4.11864173811329,0.0113513599324079,1.37666718821543,12.321939472472,"Abdominal hernia"
"550.1",66,34,2.04378310546725,0.00071678905901627,1.3507852620477,3.09231193110682,"Inguinal hernia"
"550.2",221,125,1.85328608533918,3.581468465607e-08,1.48812150318175,2.30805704155755,"Diaphragmatic hernia"
"550.3",0,1,4.58006030738547e-09,0.998963795814581,0,Inf,"Femoral hernia"
"550.4",18,4,4.7220965059278,0.00501699452362268,1.596791368136,13.9643762211247,"Umbilical hernia"
"550.5",40,7,5.97662705444844,1.28670284703403e-05,2.67671322288157,13.3447508095437,"Ventral hernia"
"550.6",19,10,1.95389149881433,0.0864915020697209,0.908435878335881,4.20248922371094,"Incisional hernia"
"555",0,0,NA,NA,NA,NA,"Inflammatory bowel disease"
"555.1",180,79,2.30239887534516,6.46452255042003e-10,1.76722383273127,2.99964298976085,"Crohn's disease"
"555.2",145,101,1.46017132237547,0.003494866115863,1.13258534186673,1.88250740308328,"Ulcerative colitis"
"555.21",8,7,1.1553549104791,0.780235980096399,0.418948174491602,3.1861816101431,"Ulcerative colitis (chronic)"
"556",3,0,218149153.119465,0.998205363479063,0,Inf,"Ulceration of the lower GI tract"
"556.1",5,1,5.22276686816274,0.131393066390583,0.609856617182504,44.7273883576072,"Ulceration of intestine"
"556.11",7,5,1.44870168296778,0.52686419693903,0.459600810879001,4.56643355833029,"Angiodysplasia of intestine"
"557",2,0,218717373.145733,0.998534706184512,0,Inf,"Intestinal malabsorption"
"557.1",6,3,2.00977516083915,0.323569730193822,0.502636765614554,8.03601422229325,"Celiac or tropical sprue"
"557.11",26,16,1.64797884506288,0.115965704010358,0.883986982234984,3.07225595891507,"Celiac disease"
"557.8",3,1,3.02398390000731,0.337918008154481,0.314528941974715,29.0735681431775,"Other specified intestinal malabsorption"
"557.9",17,4,4.30293750238238,0.00864277709030621,1.44783583045001,12.7882393569814,"Intestinal malabsorption NOS"
"558",215,43,5.28229446873857,2.34653096663853e-23,3.80664658122856,7.32997777940836,"Noninfectious gastroenteritis"
"559",58,23,2.53360628449717,0.000161685851291175,1.56305737471544,4.10679793888704,"Ileostomy status"
"560",0,0,NA,NA,NA,NA,"Intestinal obstruction without mention of hernia"
"560.1",78,7,11.5774249135665,5.43494668433054e-10,5.34201017345016,25.0910730749698,"Paralytic ileus"
"560.2",24,0,224189329.739931,0.994919089518548,0,Inf,"Impaction of intestine"
"560.3",14,3,4.72763858784561,0.014630605173333,1.35842828238465,16.4532547703229,"Peritoneal or intestinal adhesions"
"560.4",169,38,4.55421219719702,3.09112822090926e-17,3.20309625197158,6.47524991618083,"Other intestinal obstruction"
"561",55,28,2.05968505421554,0.00186696388938801,1.30640726192809,3.24730476183803,"Symptoms involving digestive system"
"561.1",944,163,6.11493520553724,4.78965018121659e-101,5.17806282895455,7.22131689071612,"Diarrhea"
"561.2",89,26,3.58094178156755,1.06944745276988e-08,2.31284905814832,5.54430648978124,"Flatulence"
"562",0,0,NA,NA,NA,NA,"Diverticulosis and diverticulitis"
"562.1",300,193,1.61826539266376,1.846572976042e-07,1.35042174129601,1.93923335281905,"Diverticulosis"
"562.2",117,50,2.4228152623097,1.65192690076682e-07,1.7395057082476,3.3745412662051,"Diverticulitis"
"563",1232,249,5.25812469114979,5.45347217735803e-126,4.58836660323666,6.0256465227029,"Constipation"
"564",55,6,9.38228800374915,1.92060423126319e-07,4.03936302125063,21.7923785810272,"Functional digestive disorders"
"564.1",284,122,2.40929380686483,4.64430078993538e-16,1.94857157075599,2.97894967519473,"Irritable Bowel Syndrome"
"564.8",23,3,7.95179349663352,0.000731384446207803,2.38742938548489,26.4849801202647,"Abnormal findings on exam of gastrointestinal tract/abdominal area"
"564.9",14,13,1.12344307661736,0.762568264647684,0.527954711089141,2.39059207142179,"History of diseases of digestive system"
"565",79,35,2.31376080395226,3.61825175698256e-05,1.55399513518106,3.44498443830848,"Anal and rectal conditions"
"565.1",1,1,1.07197004620755,0.960818481755313,0.0669896432553966,17.1536930803652,"Anal and rectal polyp"
"567",92,2,46.2899039680759,8.07829040872778e-08,11.4047571326379,187.882581317018,"Peritonitis and retroperitoneal infections"
"568",13,0,218967643.711586,0.996263310669393,0,Inf,"Other disorders of peritoneum"
"568.1",12,0,223948823.116477,0.99640660938136,0,Inf,"Peritoneal adhesions (postoperative) (postinfection)"
"569",76,8,9.66690362439213,1.04274676510664e-09,4.66498723392799,20.0320003029462,"Other disorders of intestine"
"569.1",2,0,217531898.747745,0.998534763763836,0,Inf,"Toxic gastroenteritis and colitis"
"569.2",36,7,5.21898566664339,6.34361244598195e-05,2.32244073486202,11.7280975052513,"Gastrointestinal complications"
"571",0,0,NA,NA,NA,NA,"Chronic liver disease and cirrhosis"
"571.5",183,66,2.87763103831301,1.8538191797846e-13,2.17158401030623,3.81323511011424,"Chronic nonalcoholic liver disease"
"571.51",457,30,15.374878373817,1.22921051346707e-47,10.6262349189312,22.2455918594959,"Cirrhosis of liver without mention of alcohol"
"571.6",19,4,4.79663438820326,0.00437147063330795,1.63176410746533,14.0998943099886,"Biliary cirrhosis"
"571.8",288,3,96.4359792047581,3.47274809180499e-15,30.9203327725254,300.769663560803,"Liver abscess and sequelae of chronic liver disease"
"571.81",129,4,32.5501458326697,6.88825795955877e-12,12.0337232208733,88.0452354006505,"Portal hypertension"
"572",277,17,16.5102337027603,3.2071128010316e-29,10.1170488940767,26.9434120338546,"Ascites (non malignant)"
"573",50,9,5.7071994857132,1.51292811609074e-06,2.80651511200632,11.6058972319019,"Disorders of liver"
"573.1",0,0,NA,NA,NA,NA,"Chronic passive congestion of liver"
"573.2",47,5,9.42046630662168,1.86050696533796e-06,3.74684114491009,23.6853343928793,"Liver replaced by transplant"
"573.3",10,4,2.54939310981708,0.113695520361565,0.799524853902833,8.1290846640431,"Hepatomegaly"
"573.4",25,0,218853074.952969,0.994818865850357,0,Inf,"Acute and subacute necrosis of liver"
"573.5",47,5,9.6141217564394,1.50506158918268e-06,3.82334477838394,24.1755171205644,"Jaundice"
"573.6",9,3,3.0093760314302,0.0984180830525121,0.814702978786698,11.1161298465286,"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"
"573.7",93,31,3.08453986693409,5.65620176319193e-08,2.05397542248946,4.63218112862038,"Abnormal results of function study of liver"
"573.8",47,14,3.41729832280018,5.44772815656064e-05,1.88142074075371,6.2069730465152,"Other specified disorders of liver"
"573.9",123,25,5.17102446459061,7.12974651102231e-14,3.36307402039505,7.95090855902531,"Abnormal serum enzyme levels"
"573.91",66,21,3.18942683524986,3.68044522044976e-06,1.95173106214381,5.2120108834249,"Elevated levels of transaminase or lactic acid dehydrogenase"
"574",0,0,NA,NA,NA,NA,"Cholelithiasis and cholecystitis"
"574.1",159,34,4.85940964235507,6.0318486081998e-17,3.35510161110831,7.03819580129286,"Cholelithiasis"
"574.11",14,1,14.1676143420543,0.0104373798067225,1.86291376207667,107.745887239262,"Cholelithiasis with acute cholecystitis"
"574.12",13,1,13.2396833809959,0.0128043174628782,1.73186313522593,101.214242894634,"Cholelithiasis with other cholecystitis"
"574.2",27,2,14.1939279809371,0.000295520564039846,3.37431022991542,59.7063037482121,"Calculus of bile duct"
"574.3",46,3,15.5468021614953,4.13425306501624e-06,4.83510275989623,49.9892286578542,"Cholecystitis without cholelithiasis"
"575",0,0,NA,NA,NA,NA,"Other biliary tract disease"
"575.1",22,2,11.2031978891079,0.00107190042292375,2.63372978629724,47.6554746031741,"Cholangitis"
"575.2",24,4,6.18274022652876,0.000746204370359342,2.14442887916152,17.825854277659,"Obstruction of bile duct"
"575.6",2,3,0.697553101905661,0.693193833710195,0.116542027859082,4.17514899059902,"Cholesterolosis of gallbladder"
"575.7",12,2,6.39706537234322,0.0151670987553316,1.43041929389592,28.6087062392563,"Other disorders of gallbladder"
"575.8",30,5,6.26373176385311,0.00014657679827994,2.42938310847922,16.1499170190835,"Other disorders of biliary tract"
"575.9",2,0,220905969.457476,0.998533928379096,0,Inf,"Nonspecific abnormal findings on exam of biliary tract"
"577",30,10,3.07408398672004,0.0021090210565694,1.50243273752914,6.28979395972813,"Diseases of pancreas"
"577.1",151,16,9.57598624233914,8.52666621001081e-18,5.71962977108947,16.0324210103553,"Acute pancreatitis"
"577.2",57,7,8.21832935603455,1.44721389234026e-07,3.74856389252225,18.0178167801787,"Chronic pancreatitis"
"577.3",30,11,2.77175407438751,0.00382697431181042,1.38899246150079,5.53107440236415,"Cyst and pseudocyst of pancreas"
"578",0,0,NA,NA,NA,NA,"Gastrointestinal hemorrhage"
"578.1",40,5,8.25104672272781,8.6528763946354e-06,3.25605452643222,20.9086707449076,"Hematemesis"
"578.2",112,37,3.17756667428221,1.10960354929059e-09,2.1906748360977,4.60905005303973,"Blood in stool"
"578.8",91,41,2.32045168407711,7.72408459175811e-06,1.6046347067674,3.35558990181858,"Hemorrhage of rectum and anus"
"578.9",440,79,5.77394310464723,1.14548985207562e-46,4.54393328390593,7.336907672871,"Hemorrhage of gastrointestinal tract"
"579",119,24,5.12366373065266,2.88501752441989e-13,3.30413389208483,7.94517742991378,"Other symptoms involving abdomen and pelvis"
"579.2",4,3,1.33723887892384,0.703582439479763,0.299284966275624,5.9749336612473,"Splenomegaly"
"579.8",3,0,222920287.952825,0.99820354858386,0,Inf,"Nonspecific abnormal findings in stool contents"
"580",0,0,NA,NA,NA,NA,"Nephritis; nephrosis; renal sclerosis"
"580.1",0,0,NA,NA,NA,NA,"Glomerulonephritis"
"580.11",4,2,1.99951328971062,0.423656391322159,0.366235003542678,10.9166337380515,"Proliferative glomerulonephritis"
"580.12",10,5,2.02588757724722,0.197423909169526,0.692421360756412,5.9273452672822,"Non-proliferative glomerulonephritis"
"580.13",1,0,217579543.945571,0.998963989569242,0,Inf,"Acute glomerulonephritis, NOS"
"580.14",5,3,1.71717207295689,0.459195169359389,0.410233492162111,7.18780885637154,"Chronic glomerulonephritis"
"580.2",28,4,7.03325571483224,0.00026295587593626,2.46698280287529,20.0514920057678,"Nephrotic syndrome without mention of glomerulonephritis"
"580.3",0,0,NA,NA,NA,NA,"Nephritis and nephropathy without mention of glomerulonephritis"
"580.31",43,18,2.4199334214624,0.0016462105246179,1.39577086512058,4.19558676187498,"Nephritis and nephropathy in diseases classified elsewhere"
"580.32",18,5,3.63904685063674,0.0106153678806487,1.35103844005476,9.80183952470845,"Nephritis & nephropathy"
"580.4",3,3,1.00784159640176,0.992367386800467,0.20340809671049,4.9936295548911,"Renal sclerosis, NOS"
"585",0,0,NA,NA,NA,NA,"Renal failure"
"585.1",2267,199,11.9202913596274,2.91311595092478e-246,10.3120597416204,13.7793369761917,"Acute renal failure"
"585.2",467,57,8.36907910592829,8.72678741313092e-52,6.35677875234985,11.0183927756482,"Renal failure NOS"
"585.3",2707,894,3.12835435149958,4.54049190228932e-192,2.90052732027149,3.37407645849387,"Chronic renal failure"
"585.31",496,54,9.27516877199188,1.77632031398408e-54,7.00394324130561,12.2829030426147,"Renal dialysis"
"585.32",750,103,7.34008886745703,3.0582518058119e-80,5.97385408275478,9.01878483066696,"End stage renal disease"
"585.33",170,83,2.05952924437066,6.84000668153231e-08,1.58410951475672,2.67763097747025,"Chronic Kidney Disease, Stage III"
"585.34",39,12,3.26185842484279,0.000341734258451148,1.70791639230576,6.22964943228504,"Chronic Kidney Disease, Stage IV"
"585.4",182,102,1.81797878019201,1.35313363326491e-06,1.42655757810136,2.31679877206723,"Chronic kidney disease, Stage I or II"
"586",663,189,3.61335481773777,1.06427418832092e-54,3.07401671369174,4.24732012051709,"Other disorders of the kidney and ureters"
"586.1",2,1,2.00878002276519,0.569000402866779,0.182145820298381,22.1536633300192,"Anatomical abnormatilies of kidney and ureters"
"586.11",0,0,NA,NA,NA,NA,"Small kidney"
"586.12",0,1,4.54945534518227e-09,0.998963376724014,0,Inf,"Vesicoureteral reflux"
"586.2",114,99,1.19764892177154,0.189375576718143,0.914856999115813,1.56785480267059,"Cyst of kidney, acquired"
"586.3",4,1,3.98628030797825,0.216136843544525,0.445548865385245,35.6648438101969,"Vascular disorders of kidney/hypertrophy"
"586.4",33,12,2.81261817764384,0.00216293882388072,1.45243657764677,5.44658619519871,"Stricture/obstruction of ureter"
