"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Odds Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"358.1",0,0,0,1,0,Inf,"Myasthenia gravis"
"359",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Muscular dystrophies and other myopathies"
"359.1",1,0,Inf,1,0.0256406640625001,Inf,"Muscular dystrophies"
"359.2",1,0,Inf,1,0.0256406640625001,Inf,"Myopathy"
"360",0,0,0,1,0,Inf,"Disorders of the globe"
"360.2",2,2,1,1,0.0724800868201882,13.7968929656616,"progressive myopia"
"360.3",0,0,0,1,0,Inf,"Hypotony of eye"
"361",1,0,Inf,1,0.0256406640625001,Inf,"Retinal detachments and defects"
"361.1",0,0,0,1,0,Inf,"Retinal detachment with retinal defect"
"361.2",0,0,0,1,0,Inf,"Retinoschisis and retinal cysts"
"362",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Retinal disorders"
"362.1",0,0,0,1,0,Inf,"Retinopathy of prematurity"
"362.2",0,0,0,1,0,Inf,"Macular degeneration"
"362.21",0,0,0,1,0,Inf,"Macular degeneration, dry"
"362.22",0,0,0,1,0,Inf,"Macular degeneration, wet"
"362.23",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Cystoid macular degeneration of retina"
"362.26",1,0,Inf,1,0.0256406640625001,Inf,"Macular puckering of retina"
"362.27",0,0,0,1,0,Inf,"Retinal drusen"
"362.29",0,0,0,1,0,Inf,"Age-related macular degeneration"
"362.3",0,0,0,1,0,Inf,"Other nondiabetic retinopathy"
"362.31",0,0,0,1,0,Inf,"Separation of retinal layers"
"362.4",1,0,Inf,1,0.0256406640625001,Inf,"Retinal vascular changes and abnomalities"
"362.5",0,0,0,1,0,Inf,"Toxic maculopathy of retina"
"362.6",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Peripheral retinal degenerations"
"362.7",0,0,0,1,0,Inf,"Hereditary retinal dystrophies"
"362.8",0,0,0,1,0,Inf,"Retinal hemorrhage/ischemia"
"362.9",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Retinal edema and hypertensive retinopathy"
"363",0,0,0,1,0,Inf,"Disorders of choroid"
"363.3",0,0,0,1,0,Inf,"Chorioretinal scars"
"363.4",0,0,0,1,0,Inf,"Choroidal degenerations"
"364",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Disorders of cornea"
"364.1",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Corneal opacity"
"364.2",1,2,0.499934741692495,1,0.00847723359829884,9.60667792582765,"Corneal edema"
"364.4",0,0,0,1,0,Inf,"Corneal degenerations"
"364.41",0,1,0,1,0,39.0005499686929,"Keratoconus"
"364.5",0,0,0,1,0,Inf,"Corneal dystrophy"
"364.51",0,0,0,1,0,Inf,"Fuchs' dystrophy"
"364.9",0,0,0,1,0,Inf,"Cornea replaced by transplant"
"365",8,4,2.00148851336497,0.387398976280478,0.53578714961547,9.08906600335747,"Glaucoma"
"365.1",8,1,8.01011518070053,0.0389763723291088,1.07326433661031,354.994382293303,"Open-angle glaucoma"
"365.11",3,1,3.0011010073282,0.624923402950941,0.240865842160766,157.462045135554,"Primary open angle glaucoma"
"365.2",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Primary angle-closure glaucoma"
"365.5",0,0,0,1,0,Inf,"Pseudoexfoliation glaucoma"
"366",1,1,1,1,0.0127441265657664,78.4675195149288,"Cataract"
"366.1",0,1,0,1,0,39.0005499686929,"Nonsenile Cataract"
"366.2",1,2,0.499934741692495,1,0.00847723359829884,9.60667792582765,"Senile cataract"
"366.3",0,0,0,1,0,Inf,"Traumatic cataract"
"367",3,4,0.749871140511012,1,0.109806969522677,4.43496385806755,"Disorders of refraction and accommodation"
"367.1",101,84,1.20661794573002,0.234903683787421,0.89179781457705,1.63615302694617,"Myopia"
"367.2",25,6,4.18211396975617,0.000862250337768897,1.67296115697306,12.4775279498421,"Astigmatism"
"367.4",1,0,Inf,1,0.0256406640625001,Inf,"Presbyopia"
"367.8",35,27,1.29839104631273,0.372629280780187,0.762250427684066,2.2340942215663,"Hypermetropia"
"367.9",11,2,5.50918917133098,0.0223754429089032,1.20147313533013,51.1627798519897,"Blindness and low vision"
"368",17,6,2.8395932927587,0.0344809580547822,1.06706053422762,8.80268093240949,"Visual disturbances"
"368.1",6,7,0.856981897144132,1,0.237751306534416,2.98048021574581,"Amblyopia"
"368.2",8,3,2.66928967960989,0.226299157311625,0.640168948329306,15.6305017429606,"Diplopia and disorders of binocular vision"
"368.3",0,1,0,1,0,39.0005499686929,"Anisometropia"
"368.4",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Visual field defects"
"368.5",0,0,0,1,0,Inf,"Color vision deficiencies"
"368.7",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Disorders of accommodation"
"368.9",14,3,4.67633634139377,0.0126517652763172,1.30406957784967,25.3947551259685,"Subjective visual disturbances"
"368.91",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Psychophysical visual disturbances"
"369",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Infection of the eye"
"369.2",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Eye infection, viral"
"369.5",37,23,1.61324242768009,0.0914645754934116,0.931987843298054,2.84833019152353,"Conjunctivitis, infectious"
"370",8,4,2.00148851336497,0.387398976280478,0.53578714961547,9.08906600335747,"Keratitis"
"370.1",5,7,0.714021049580594,0.774275743993164,0.178583663114541,2.61550779432453,"Corneal ulcer"
"370.2",4,9,0.443998236184078,0.26652470503514,0.0998441603646052,1.59222725957792,"Superficial keratitis"
"370.3",0,2,0,0.499948943122639,0,5.32439824265389,"Keratoconjunctivitis"
"370.31",0,0,0,1,0,Inf,"Keratoconjunctivitis sicca"
"371",1,0,Inf,1,0.0256406640625001,Inf,"Inflammation of the eye"
"371.1",3,2,1.50023730466807,1,0.171777047656231,17.9628739392105,"Uveitis"
"371.2",0,0,0,1,0,Inf,"Conjunctivitis, noninfectious"
"371.21",21,13,1.61794707878007,0.228669202988184,0.772158363993736,3.52122465431252,"Allergic conjunctivitis"
"371.3",17,17,1,1,0.479231108373041,2.0866758908764,"Inflammation of eyelids"
"371.33",1,0,Inf,1,0.0256406640625001,Inf,"Noninfectious dermatoses of eyelid"
"371.9",0,0,0,1,0,Inf,"Chronic inflammatory disorders of orbit"
"372",1,1,1,1,0.0127441265657664,78.4675195149288,"Disorders of conjunctiva"
"374",0,1,0,1,0,39.0005499686929,"Other disorders of eyelids"
"374.1",0,0,0,1,0,Inf,"Ectropion or entropion"
"374.2",0,0,0,1,0,Inf,"Lagophthalmos"
"374.3",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Ptosis of eyelid"
"374.6",0,0,0,1,0,Inf,"Dermatochalasis"
"375",1,1,1,1,0.0127441265657664,78.4675195149288,"Disorders of lacrimal system"
"375.1",8,7,1.14307454936199,1,0.361909155295248,3.70633765463828,"Dry eyes"
"375.2",1,1,1,1,0.0127441265657664,78.4675195149288,"Epiphora"
"376",0,0,0,1,0,Inf,"Disorders of the orbit"
"377",7,7,1,1,0.299064820270442,3.34375671165772,"Disorders of optic nerve and visual pathways"
"377.1",3,1,3.0011010073282,0.624923402950941,0.240865842160766,157.462045135554,"Optic atrophy"
"377.3",3,1,3.0011010073282,0.624923402950941,0.240865842160766,157.462045135554,"Optic neuritis/neuropathy"
"378",6,8,0.749717726556276,0.790377475722864,0.214270132459044,2.46602325821056,"Disorders of binocular eye movements"
"378.1",29,14,2.07765116755453,0.0311707593847427,1.06163561966879,4.26040457035872,"Strabismus (not specified as paralytic)"
"378.2",10,1,10.015721175681,0.0116749133282578,1.42402559939421,434.022590750197,"Nystagmus and other irregular eye movements"
"378.5",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Paralytic strabismus"
"379",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Other disorders of eye"
"379.1",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Scleritis and episcleritis"
"379.2",6,3,2.00107903009183,0.507611371116409,0.427072786711637,12.3730442614649,"Disorders of vitreous body"
"379.3",0,0,0,1,0,Inf,"Aphakia and other disorders of lens"
"379.4",0,1,0,1,0,39.0005499686929,"Anomalies of pupillary function"
"379.5",2,2,1,1,0.0724800868201882,13.7968929656616,"Disorders of iris and ciliary body"
"379.51",0,0,0,1,0,Inf,"Pigmentary iris degeneration"
"379.9",7,2,3.50285085027977,0.179486432756712,0.666542622450943,34.5840689756446,"Pain, swelling or discharge of eye"
"380",1,2,0.499934741692495,1,0.00847723359829884,9.60667792582765,"Other disorders of external ear"
"380.1",32,22,1.45747255007048,0.219051821688824,0.819638151790425,2.63684167039252,"Otitis externa"
"380.4",28,17,1.65068672559262,0.134259380363625,0.87121551154773,3.2189641605993,"Impacted cerumen"
"381",0,0,0,1,0,Inf,"Eustachian tube disorders"
"381.1",19,14,1.35848669639102,0.486109005619235,0.64495420565533,2.93179845669331,"Otitis media"
"381.11",89,52,1.72460400659275,0.00214952975473968,1.20841068064465,2.48325979368565,"Suppurative and unspecified otitis media"
"381.2",14,14,1,1,0.441383246264671,2.26560479688067,"Eustachian tube disorders"
"381.3",4,1,4.00168320033376,0.374872338251567,0.395844813412059,196.963883860952,"Mastoiditis"
"381.9",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Otorrhea"
"382",23,11,2.09589403575987,0.0571827093967896,0.980228749652188,4.76811740093162,"Otalgia"
"383",0,0,0,1,0,Inf,"Otosclerosis"
"384",1,0,Inf,1,0.0256406640625001,Inf,"Other disorders of tympanic membrane"
"384.1",1,1,1,1,0.0127441265657664,78.4675195149288,"Myringitis"
"384.4",6,8,0.749717726556276,0.790377475722864,0.214270132459044,2.46602325821056,"Perforation of tympanic membrane"
"385",1,0,Inf,1,0.0256406640625001,Inf,"Other disorders of middle ear and mastoid"
"385.3",1,5,0.199871521415952,0.218606387868646,0.0042288992708771,1.7869722318481,"Cholesteatoma"
"385.5",0,2,0,0.499948943122639,0,5.32439824265389,"Tympanosclerosis and middle ear disease related to otitis media"
"386",0,0,0,1,0,Inf,"Vertiginous syndromes and other disorders of vestibular system"
"386.1",0,0,0,1,0,Inf,"Meniere's disease"
"386.2",9,1,9.01320790215885,0.0214215896134476,1.24812722854325,394.507452153997,"Peripheral or central vertigo"
"386.21",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Central origin vertigo"
"386.3",1,1,1,1,0.0127441265657664,78.4675195149288,"Labyrinthitis"
"386.9",139,41,3.45994699845179,6.96660160139123e-14,2.42017264137139,5.0400624024113,"Light-headedness and vertigo"
"388",0,1,0,1,0,39.0005499686929,"Other disorders of ear"
"389",14,7,2.00271897563496,0.188771267723954,0.755660285705434,5.8677271946003,"Hearing loss"
"389.1",15,11,1.36470545981749,0.556667197699949,0.585025845530469,3.28835122395714,"Sensorineural hearing loss"
"389.2",8,3,2.66928967960989,0.226299157311625,0.640168948329306,15.6305017429606,"Conductive hearing loss"
"389.3",1,0,Inf,1,0.0256406640625001,Inf,"Degenerative and vascular disorders of ear"
"389.4",7,5,1.40051893510336,0.774275743993164,0.382334934030757,5.59961635101309,"Tinnitus"
"389.5",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Disorders of acoustic nerve"
"394",1,1,1,1,0.0127441265657664,78.4675195149288,"Chronic rheumatic disease of the heart valves"
"394.1",0,0,0,1,0,Inf,"Mitral valve stenosis and/or aortic valve stenosis"
"394.11",1,0,Inf,1,0.0256406640625001,Inf,"Mitral stenosis/insufficiency"
"394.12",0,0,0,1,0,Inf,"Aortic stenosis/insufficiency"
"394.2",0,0,0,1,0,Inf,"Mitral valve disease"
"394.3",0,0,0,1,0,Inf,"Aortic valve disease"
"394.4",0,0,0,1,0,Inf,"Acute rheumatic heart disease"
"394.7",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Disease of tricuspid valve"
"395",1,0,Inf,1,0.0256406640625001,Inf,"Heart valve disorders"
"395.1",12,7,1.71593720098065,0.358811946906206,0.622236225931043,5.14899427030475,"Nonrheumatic mitral valve disorders"
"395.2",3,1,3.0011010073282,0.624923402950941,0.240865842160766,157.462045135554,"Nonrheumatic aortic valve disorders"
"395.3",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Nonrheumatic tricuspid valve disorders"
"395.4",0,0,0,1,0,Inf,"Nonrheumatic pulmonary valve disorders"
"395.6",0,0,0,1,0,Inf,"Heart valve replaced"
"396",15,8,1.87755993903345,0.209502062265168,0.746448861084083,5.11827671872009,"Abnormal heart sounds"
"401",0,0,0,1,0,Inf,"Hypertension"
"401.1",108,21,5.23531455335568,1.80756039252357e-15,3.25244096298012,8.81434059386747,"Essential hypertension"
"401.2",0,0,0,1,0,Inf,"Hypertensive heart and/or renal disease"
"401.21",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Hypertensive heart disease"
"401.22",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Hypertensive chronic kidney disease"
"401.3",8,2,4.0041363654348,0.109195503191754,0.798578142130368,38.7324650381284,"Other hypertensive complications"
"402",19,5,3.81014160676842,0.00654701900951772,1.374692531386,13.0708957310956,"Elevated blood pressure reading"
"411",0,1,0,1,0,39.0005499686929,"Ischemic Heart Disease"
"411.1",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Unstable angina (intermediate coronary syndrome)"
"411.2",1,0,Inf,1,0.0256406640625001,Inf,"Myocardial infarction"
"411.3",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Angina pectoris"
"411.4",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Coronary atherosclerosis"
"411.41",0,0,0,1,0,Inf,"Aneurysm and dissection of heart"
"411.8",1,0,Inf,1,0.0256406640625001,Inf,"Chronic ischemic heart disease"
"411.9",0,0,0,1,0,Inf,"Other acute and subacute forms of ischemic heart disease"
"414",1,0,Inf,1,0.0256406640625001,Inf,"Other forms of chronic heart disease"
"414.2",1,0,Inf,1,0.0256406640625001,Inf,"ASCVD"
"415",6,0,Inf,0.0312021488432461,1.17810890620027,Inf,"pulmonary heart disease"
"415.1",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Pulmonary embolism and infarction"
"415.11",3,1,3.0011010073282,0.624923402950941,0.240865842160766,157.462045135554,"Pulmonary embolism and infarction, acute"
"415.2",0,1,0,1,0,39.0005499686929,"Primary pulmonary hypertension"
"415.21",0,0,0,1,0,Inf,"Primary pulmonary hypertension"
"416",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Cardiomegaly"
"418",229,80,2.95356684845099,2.62836824398601e-18,2.27244793400201,3.87141374046376,"Nonspecific chest pain"
"418.1",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Precordial pain"
"420",0,0,0,1,0,Inf,"Carditis"
"420.1",0,0,0,1,0,Inf,"Myocarditis"
"420.2",4,1,4.00168320033376,0.374872338251567,0.395844813412059,196.963883860952,"Pericarditis"
"420.21",1,1,1,1,0.0127441265657664,78.4675195149288,"Acute pericarditis"
"420.22",0,0,0,1,0,Inf,"Chronic pericarditis"
"420.3",1,0,Inf,1,0.0256406640625001,Inf,"Endocarditis"
"420.4",0,0,0,1,0,Inf,"Other rheumatic heart disease"
"425",0,0,0,1,0,Inf,"Cardiomyopathy"
"425.1",3,2,1.50023730466807,1,0.171777047656231,17.9628739392105,"Primary/intrinsic cardiomyopathies"
"425.11",0,0,0,1,0,Inf,"Hypertrophic obstructive cardiomyopathy"
"425.12",0,0,0,1,0,Inf,"Other hypertrophic cardiomyopathy"
"425.2",1,0,Inf,1,0.0256406640625001,Inf,"Secondary/extrinsic cardiomyopathies"
"425.8",0,0,0,1,0,Inf,"Other cardiomyopathy"
"426",0,0,0,1,0,Inf,"Cardiac conduction disorders"
"426.2",0,0,0,1,0,Inf,"AV block"
"426.21",0,0,0,1,0,Inf,"First degree AV block"
"426.22",0,0,0,1,0,Inf,"Mobitz II AV block"
"426.23",0,0,0,1,0,Inf,"Second degree AV block"
"426.24",0,0,0,1,0,Inf,"Atrioventricular block, complete"
"426.25",0,0,0,1,0,Inf,"Other heart block"
"426.3",0,0,0,1,0,Inf,"Bundle branch block"
"426.31",0,1,0,1,0,39.0005499686929,"Right bundle branch block"
"426.32",0,0,0,1,0,Inf,"Left bundle branch block"
"426.4",1,0,Inf,1,0.0256406640625001,Inf,"Anomalous atrioventricular excitation"
"426.7",22,2,11.040377147111,3.51850666373751e-05,2.71249683308489,96.9575072322905,"Abnormal electrocardiogram"
"426.8",3,1,3.0011010073282,0.624923402950941,0.240865842160766,157.462045135554,"Other cardiac conduction disorders"
"426.9",0,0,0,1,0,Inf,"Cardiac pacemaker/device in situ"
"426.91",1,0,Inf,1,0.0256406640625001,Inf,"Cardiac pacemaker in situ"
"426.92",1,0,Inf,1,0.0256406640625001,Inf,"Cardiac defibrillator in situ"
"427",0,0,0,1,0,Inf,"Cardiac dysrhythmias"
"427.1",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Paroxysmal tachycardia, unspecified"
"427.11",5,5,1,1,0.229986721191104,4.34807711863098,"Paroxysmal supraventricular tachycardia"
"427.12",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Paroxysmal ventricular tachycardia"
"427.2",0,0,0,1,0,Inf,"Atrial fibrillation & flutter"
"427.21",1,1,1,1,0.0127441265657664,78.4675195149288,"Atrial fibrillation"
"427.22",0,1,0,1,0,39.0005499686929,"Atrial flutter"
"427.3",42,5,8.46258300128882,2.29459878340703e-08,3.34896212471437,27.4317754321804,"Other specified cardiac dysrhythmias"
"427.4",0,0,0,1,0,Inf,"Cardiac arrest & ventricular fibrillation"
"427.41",0,0,0,1,0,Inf,"Ventricular fibrillation & flutter"
"427.42",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Cardiac arrest"
"427.5",15,3,5.01140856814252,0.00748549148475523,1.41644861377518,27.023490650993,"Cardiac arrhythmia NOS"
"427.6",5,4,1.25022450036644,1,0.268915036364006,6.30455276143358,"Premature beats"
"427.61",1,0,Inf,1,0.0256406640625001,Inf,"Supraventricular premature beats"
"427.7",81,11,7.46938998386674,1.94824733802974e-14,3.95453362511472,15.5672945967246,"Tachycardia NOS"
"427.8",1,2,0.499934741692495,1,0.00847723359829884,9.60667792582765,"Sinoatrial node dysfunction"
"427.9",81,41,1.99187084464661,0.000341401049516087,1.34874352174268,2.98164484808795,"Palpitations"
"428",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Heart failure"
"428.1",7,1,7.0074227461396,0.0702008302019096,0.899732450917742,315.483448433818,"Systolic/diastolic heart failure"
"428.2",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Heart failure NOS"
"428.3",0,0,0,1,0,Inf,"Heart failure with reduced EF [Systolic or combined heart failure]"
"428.4",0,0,0,1,0,Inf,"Heart failure with preserved EF [Diastolic heart failure]"
"429",0,0,0,1,0,Inf,"Ill-defined descriptions and complications of heart disease"
"429.1",0,0,0,1,0,Inf,"Heart transplant/surgery"
"429.2",0,0,0,1,0,Inf,"Abnormal function study of cardiovascular system"
"429.3",1,0,Inf,1,0.0256406640625001,Inf,"Symptoms involving cardiovascular system"
"429.9",0,0,0,1,0,Inf,"Cardiac complications, not elsewhere classified"
"430",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Intracranial hemorrhage"
"430.1",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Subarachnoid hemorrhage"
"430.2",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Intracerebral hemorrhage"
"430.3",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Subdural hemorrhage"
"433",0,0,0,1,0,Inf,"Cerebrovascular disease"
"433.1",0,0,0,1,0,Inf,"Occlusion and stenosis of precerebral arteries"
"433.11",1,1,1,1,0.0127441265657664,78.4675195149288,"Occlusion of cerebral arteries, with cerebral infarction"
"433.12",0,0,0,1,0,Inf,"Cerebral atherosclerosis"
"433.2",1,0,Inf,1,0.0256406640625001,Inf,"Occlusion of cerebral arteries"
"433.21",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Ischemic stroke"
"433.3",1,0,Inf,1,0.0256406640625001,Inf,"Cerebral ischemia"
"433.31",4,2,2.00066988154151,0.68740423901741,0.286580041976312,22.1264387631198,"Transient cerebral ischemia"
"433.32",0,0,0,1,0,Inf,"Moyamoya disease"
"433.5",0,0,0,1,0,Inf,"Cerebral aneurysm"
"433.6",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Acute, but ill-defined cerebrovascular disease"
"433.8",10,0,Inf,0.00194416298471039,2.24437056176923,Inf,"Late effects of cerebrovascular disease"
"440",0,0,0,1,0,Inf,"Atherosclerosis"
"440.1",0,0,0,1,0,Inf,"Atherosclerosis of renal artery"
"440.2",0,0,0,1,0,Inf,"Atherosclerosis of the extremities"
"440.21",0,0,0,1,0,Inf,"Atherosclerosis of native arteries of the extremities with ulceration or gangrene"
"440.22",0,0,0,1,0,Inf,"Atherosclerosis of native arteries of the extremities with intermittent claudication"
"440.9",0,0,0,1,0,Inf,"Atherosclerosis of aorta"
"441",0,0,0,1,0,Inf,"Vascular insufficiency of intestine"
"441.1",0,0,0,1,0,Inf,"Acute vascular insufficiency of intestine"
"441.2",0,0,0,1,0,Inf,"Chronic vascular insufficiency of intestine"
"442",1,0,Inf,1,0.0256406640625001,Inf,"Other aneurysm"
"442.1",1,0,Inf,1,0.0256406640625001,Inf,"Aortic aneurysm"
"442.11",0,0,0,1,0,Inf,"Abdominal aortic aneurysm"
"442.2",0,0,0,1,0,Inf,"Aneurysm of iliac artery"
"442.3",0,0,0,1,0,Inf,"Aneurysm of artery of lower extremity"
"442.4",0,3,0,0.249923414683958,0,2.41967620698739,"Arterial dissection"
"442.8",1,0,Inf,1,0.0256406640625001,Inf,"Aneurysm of other specified artery"
"443",0,0,0,1,0,Inf,"Peripheral vascular disease"
"443.1",8,3,2.66928967960989,0.226299157311625,0.640168948329306,15.6305017429606,"Raynaud's syndrome"
"443.7",0,0,0,1,0,Inf,"Peripheral angiopathy in diseases classified elsewhere"
"443.8",1,0,Inf,1,0.0256406640625001,Inf,"Other specified peripheral vascular diseases"
"443.9",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Peripheral arterial disease"
"444",0,0,0,1,0,Inf,"Arterial embolism and thrombosis"
"444.1",1,0,Inf,1,0.0256406640625001,Inf,"Arterial embolism and thrombosis of lower extremity artery"
"444.2",0,0,0,1,0,Inf,"Embolism and thrombosis of abdominal aorta"
"444.5",0,0,0,1,0,Inf,"Atheroembolism"
"446",0,0,0,1,0,Inf,"Polyarteritis nodosa and allied conditions"
"446.1",0,0,0,1,0,Inf,"Thromboangiitis obliterans"
"446.2",0,0,0,1,0,Inf,"Kawasaki disease"
"446.3",0,0,0,1,0,Inf,"Hypersensitivity angiitis"
"446.4",0,0,0,1,0,Inf,"Wegener's granulomatosis"
"446.5",0,0,0,1,0,Inf,"Giant cell arteritis"
"446.6",0,0,0,1,0,Inf,"Polyarteritis nodosa"
"446.7",0,0,0,1,0,Inf,"Takayasu's disease"
"446.8",0,0,0,1,0,Inf,"Thrombotic microangiopathy"
"446.9",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Arteritis NOS"
"447",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Other disorders of arteries and arterioles"
"447.1",0,0,0,1,0,Inf,"Stricture of artery"
"447.7",0,0,0,1,0,Inf,"Aortic ectasia"
"448",0,0,0,1,0,Inf,"Disease of capillaries"
"450",1,0,Inf,1,0.0256406640625001,Inf,"Noninfectious disorders of lymphatic channels"
"451",6,0,Inf,0.0312021488432461,1.17810890620027,Inf,"Phlebitis and thrombophlebitis"
"451.2",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Phlebitis and thrombophlebitis of lower extremities"
"452",11,2,5.50918917133098,0.0223754429089032,1.20147313533013,51.1627798519897,"Venous embolism & thrombosis"
"452.2",18,1,18.0615704329673,7.52337210515441e-05,2.84920114169128,750.204155106069,"Deep vein thrombosis"
"452.8",1,0,Inf,1,0.0256406640625001,Inf,"Postphlebitic syndrome"
"453",0,0,0,1,0,Inf,"Chronic venous hypertension"
"454",0,0,0,1,0,Inf,"Varicose veins"
"454.1",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Varicose veins of lower extremity"
"454.11",3,2,1.50023730466807,1,0.171777047656231,17.9628739392105,"Varicose veins of lower extremity, symptomtic"
"455",18,7,2.57712828274416,0.0430221346249826,1.02590742249932,7.30645900870353,"Hemorrhoids"
"456",0,0,0,1,0,Inf,"Chronic venous insufficiency"
"457",0,0,0,1,0,Inf,"Encounter for long-term use of anticoagulants/antithrombotics"
"457.2",0,0,0,1,0,Inf,"Encounter for long-term use of antiplatelets/antithrombotics"
"457.3",1,0,Inf,1,0.0256406640625001,Inf,"Encounter for long-term use of aspirin"
"458",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Hypotension"
"458.1",15,4,3.75769272475716,0.019097717053381,1.19606895700444,15.5603107202003,"Orthostatic hypotension"
"458.2",0,0,0,1,0,Inf,"Iatrogenic hypotension"
"458.9",19,2,9.53148505367654,0.000218159649913838,2.2973917833211,84.5719579015985,"Hypotension NOS"
"459",0,0,0,1,0,Inf,"Other disorders of circulatory system"
"459.1",1,0,Inf,1,0.0256406640625001,Inf,"Hemorrhage NOS"
"459.7",0,0,0,1,0,Inf,"Blood vessel replaced"
"459.9",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Circulatory disease NEC"
"464",236,166,1.44297595406068,0.000428349641061768,1.17304096789676,1.77819906677816,"Acute sinusitis"
"465",393,321,1.24383941725659,0.005754708846464,1.06431446109182,1.45444744037717,"Acute upper respiratory infections"
"465.2",422,356,1.20285117274806,0.0151025442146647,1.03578116068961,1.39745125270718,"Acute pharyngitis"
"465.4",2,4,0.499832585688502,0.68740423901741,0.0451948011474305,3.48942652497293,"Acute laryngitis and tracheitis"
"470",39,26,1.5039439030284,0.134732182273887,0.891047232027528,2.57748547794372,"Deviated nasal septum"
"471",1,1,1,1,0.0127441265657664,78.4675195149288,"Nasal polyps"
"472",20,21,0.952174549612967,1,0.489029172143754,1.84844383354012,"Chronic pharyngitis and nasopharyngitis"
"473",6,2,3.00232616356242,0.288861412209944,0.536486640863501,30.4312797060659,"Diseases of the larynx and vocal cords"
"473.1",0,0,0,1,0,Inf,"Chronic laryngitis"
"473.3",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Paralysis/spasm of vocal cords or larynx"
"473.4",10,2,5.00730711943237,0.0384590945866697,1.06636309580223,47.0238981205123,"Voice disturbance"
"474",4,9,0.443998236184078,0.26652470503514,0.0998441603646052,1.59222725957792,"Acute and chronic tonsillitis"
"474.1",39,40,0.974797123669501,1,0.609608969595371,1.55751866860469,"Acute tonsillitis"
"474.2",90,68,1.32954362059216,0.0918160261217308,0.957003112088626,1.85432764881915,"Chronic tonsillitis and adenoiditis"
"475",82,54,1.52727475314022,0.0194019021992562,1.06755042870255,2.20028986492478,"Chronic sinusitis"
"475.9",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Postnasal drip"
"476",334,236,1.44558652111073,2.72144217330246e-05,1.21374211091459,1.7237982669735,"Allergic rhinitis"
"477",8,6,1.33383534172703,0.790377475722864,0.405511179454828,4.66700602890205,"Epistaxis or throat hemorrhage"
"478",12,6,2.00230848572449,0.237450378024006,0.694837958908691,6.50796235606421,"Throat pain"
"479",25,19,1.3173688931766,0.450355968640469,0.695692379740204,2.53420401895534,"Other upper respiratory disease"
"480",41,18,2.288508747182,0.00369106882803679,1.28354042259139,4.23846534679378,"Pneumonia"
