"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"473.3",9,8,1.13013471826965,0.801224160261235,0.436027621062705,2.92918250987303,"Paralysis/spasm of vocal cords or larynx"
"473.4",16,21,0.779970996039675,0.454134828721781,0.406910007025557,1.49505970401193,"Voice disturbance"
"474",0,0,NA,NA,NA,NA,"Acute and chronic tonsillitis"
"474.1",5,1,5.15938260554606,0.134233878781229,0.602563672219788,44.1766241438826,"Acute tonsillitis"
"474.2",7,2,3.52613096675231,0.116018386459527,0.732490064355118,16.974427640375,"Chronic tonsillitis and adenoiditis"
"475",162,119,1.39425644066221,0.00592649248380864,1.10036222461986,1.76664645407983,"Chronic sinusitis"
"475.9",7,4,1.75995589805878,0.367130020204222,0.515189826993585,6.01223976254963,"Postnasal drip"
"476",569,521,1.11189043705944,0.0803464858851573,0.987266824220168,1.25224540488412,"Allergic rhinitis"
"477",29,18,1.64760124756544,0.0962392451831135,0.914813668294507,2.96736916495797,"Epistaxis or throat hemorrhage"
"478",6,3,2.03294974125137,0.315710897175956,0.50839633217665,8.12925740978398,"Throat pain"
"479",38,23,1.72033460092987,0.0402094422812932,1.02452555767917,2.88870406108824,"Other upper respiratory disease"
"480",1089,118,9.65028619011428,5.72651486836748e-121,7.98053338113082,11.6693984102995,"Pneumonia"
"480.1",106,9,11.991336390421,8.39720602108072e-13,6.07175088241681,23.6821554791786,"Bacterial pneumonia"
"480.11",14,2,7.06714847611673,0.00968761324153465,1.60614922651235,31.0958575698042,"Pneumococcal pneumonia"
"480.12",5,2,2.55002578832167,0.2632612403471,0.494638831032411,13.1462212692304,"Pseudomonal pneumonia"
"480.13",2,0,225770584.393697,0.998532522433587,0,Inf,"MRSA pneumonia"
"480.2",9,1,8.97266605931311,0.0373804994282444,1.13677877281603,70.8218152354422,"Viral pneumonia"
"480.3",7,1,7.08841980767229,0.0669649575409025,0.872056367343969,57.6174858086694,"Pneumonia due to fungus"
"480.5",8,1,8.06965218584945,0.0489960800102025,1.00922985204697,64.5237418101599,"Bronchopneumonia and lung abscess"
"481",23,1,24.8530060193782,0.00166714858616379,3.35330712818591,184.197833537962,"Influenza"
"483",335,165,2.11021527450587,4.18920008463164e-15,1.75122082755078,2.54280238945408,"Acute bronchitis and bronchiolitis"
"495",1207,562,2.21094786761982,2.0370831473787e-54,2.00033449777532,2.44373652445088,"Asthma"
"495.1",83,27,3.10621758914677,3.13335636868053e-07,2.01199838203997,4.79552458752082,"Chronic obstructive asthma"
"495.11",36,13,2.81264439527551,0.00139499942790445,1.49164512540727,5.30351915447369,"Chronic obstructive asthma with exacerbation"
"495.2",140,63,2.28004609654914,5.59155600049098e-08,1.69346673806024,3.06980354886903,"Asthma with exacerbation"
"496",1959,634,3.20864087915824,1.42602340384703e-143,2.93375559112836,3.50928220555879,"Chronic airway obstruction"
"496.1",156,71,2.23122937663178,2.08069856138871e-08,1.68526481653311,2.95406661451941,"Emphysema"
"496.2",24,23,1.05170868059969,0.862841894844675,0.593591857550877,1.86338666000642,"Chronic bronchitis"
"496.21",602,159,3.86876394092822,5.53010127980448e-52,3.24833866641254,4.60768902743641,"Obstructive chronic bronchitis"
"496.3",67,45,1.49295604548914,0.0375952875372535,1.02325588235835,2.17826038646899,"Bronchiectasis"
"497",85,40,2.1920216841319,4.28409952796926e-05,1.50512582634035,3.19239692762932,"Bronchitis"
"498",10,8,1.278184504184,0.60496813573657,0.5043178481424,3.23953560785892,"Acute bronchospasm"
"499",2,1,2.0646830731534,0.553990529384612,0.187104587813052,22.7836005647575,"Cystic fibrosis"
"500",3,0,252485945.676756,0.998200864487647,0,Inf,"Lung disease due to external agents"
"500.1",4,1,4.00412892877298,0.214663839022736,0.447528738175185,35.8257405850895,"Extrinsic allergic alveolitis"
"500.2",4,3,1.332237369732,0.707225972264085,0.298167276074432,5.95255264990034,"Pneumoconiosis"
"501",119,6,20.1666497367599,7.00701582598923e-13,8.88108261942653,45.7932640684544,"Pneumonitis due to inhalation of food or vomitus"
"502",87,54,1.62858164651218,0.00487858754275924,1.15966524486237,2.2871067242091,"Postinflammatory pulmonary fibrosis"
"503",172,16,11.0614013233506,3.75750355413173e-20,6.62691091362433,18.4632932041793,"Pulmonary congestion and hypostasis"
"504",11,4,2.77470574030424,0.0805123575721168,0.883437415568068,8.71481308081874,"Other alveolar and parietoalveolar pneumonopathy"
"504.1",23,13,1.79824456136306,0.0908979452721621,0.910770208485438,3.55049327738691,"Idiopathic fibrosing alveolitis"
"505",47,8,6.03061397224022,2.63545051658029e-06,2.84942539600328,12.7633820254394,"Other pulmonary inflamation or edema"
"506",15,1,15.0035138088742,0.00873432153953588,1.98186763644674,113.582472650225,"Empyema and pneumothorax"
"507",512,74,7.09546093027176,6.47156708129771e-56,5.56042552827016,9.05426492218042,"Pleurisy; pleural effusion"
"508",379,29,13.5250341969153,1.25447696457025e-41,9.2707315298992,19.7316198228554,"Pulmonary collapse; interstitial/compensatory emphysema"
"509",109,7,15.7347143857172,1.57456843401523e-12,7.3275240398665,33.7878436772219,"Respiratory failure, insufficiency, arrest"
"509.1",635,54,12.0942591646326,3.30129557931939e-69,9.16025902897949,15.9680096685645,"Respiratory failure"
"509.2",158,23,6.9591049249294,3.55026272984447e-18,4.49337993135901,10.7778870462729,"Respiratory insufficiency"
"509.3",1,0,218056330.499164,0.998963966087247,0,Inf,"Pulmonary insufficiency or respiratory failure following trauma and surgery"
"509.5",0,0,NA,NA,NA,NA,"Respiratory arrest"
"509.8",26,2,13.1114982072277,0.000453160264967611,3.11193696479392,55.2425666660376,"Dependence on respirator [Ventilator] or supplemental oxygen"
"510",207,47,4.51130212025111,1.13777212268737e-20,3.28654324320009,6.19247802757212,"Other diseases of lung"
"510.1",1,2,0.511108359004468,0.58369600442869,0.0463421281757649,5.63702542216986,"Lung involvement in conditions classified elsewhere"
"510.2",0,0,NA,NA,NA,NA,"Lung transplant"
"512",0,0,NA,NA,NA,NA,"Wheezing and painful respiration"
"512.1",37,17,2.2434734750236,0.00583556948723429,1.26310311060328,3.98476829871041,"Wheezing"
"512.2",14,4,3.59200730736941,0.0241195826270769,1.1822387454161,10.9136302174347,"Painful respiration"
"512.3",12,0,222648108.175106,0.996407627959238,0,Inf,"Abnormal chest sounds"
"512.7",1559,480,3.50042672479264,3.93834496948033e-127,3.15979154924743,3.87778341218769,"Shortness of breath"
"512.8",859,299,3.07511570842345,9.28626799415658e-63,2.69572063238702,3.50790675657634,"Cough"
"512.9",732,187,4.09069826814652,3.35233651313255e-66,3.48359344813155,4.80360655460306,"Other dypnea"
"513",23,7,3.30135748565103,0.00566275749998301,1.4165890056666,7.69380618123281,"Respiratory abnormalities"
"513.3",3,1,3.01763530964446,0.338820750730648,0.313891476324787,29.0104177680532,"Hypoventilation"
"513.31",1,2,0.525148814614425,0.599107396775915,0.0475753893797163,5.7967213949596,"Apnea"
"513.32",0,0,NA,NA,NA,NA,"Orthopnea"
"513.4",2,2,0.999428569272759,0.999543934052373,0.140782939940601,7.09501780187311,"Hyperventilation"
"513.8",4,1,4.29273993757033,0.192773463684857,0.479241318242485,38.451643191348,"Disorders of diaphragm"
"514",127,27,4.88791218511491,7.25455898113311e-14,3.22575217023451,7.40654714576474,"Abnormal findings examination of lungs"
"514.1",3,3,1.00650002530332,0.993668955729977,0.203137243357277,4.98698458339247,"Abnormal pulmonary function"
"514.2",7,6,1.16673850755724,0.781639177183526,0.392106362974666,3.47170786694132,"Solitary pulmonary nodule"
"516",4,2,2.00245567414853,0.42267729068076,0.366768678366192,10.9328548577044,"Abnormal sputum"
"516.1",13,7,1.90253551158212,0.170220389970668,0.758833765691706,4.77000568040298,"Hemoptysis"
"519",4,2,2.02941679998334,0.413860500366376,0.371622536053007,11.0825694044216,"Diseases of respiratory system"
"519.1",11,0,219117425.818754,0.996563055869029,0,Inf,"Tracheostomy complications"
"519.2",5,0,220230517.280561,0.9976819878429,0,Inf,"Respiratory complications"
"519.8",6,3,2.00678442180307,0.324611948091553,0.501876076710175,8.02425917965622,"Other diseases of respiratory system"
"519.9",66,13,5.12860069983209,7.14454657574676e-08,2.82945176598407,9.2959864008038,"Symptoms involving respiratory system"
"520",0,0,NA,NA,NA,NA,"Disorders of tooth development"
"520.1",0,0,NA,NA,NA,NA,"Hereditary disturbances in tooth structure"
"520.2",0,2,4.80941980664324e-09,0.998539682105348,0,Inf,"Disturbances in tooth eruption"
"521",0,0,NA,NA,NA,NA,"Diseases of hard tissues of teeth"
"521.1",5,0,225159384.226806,0.997680100149223,0,Inf,"Dental caries"
"521.2",0,0,NA,NA,NA,NA,"Dental abrasion, erosion and attrition"
"521.4",0,0,NA,NA,NA,NA,"Tooth complications likely association with other diseases"
"522",0,0,NA,NA,NA,NA,"Diseases of pulp and periapical tissues"
"522.1",0,0,NA,NA,NA,NA,"Pulpitis and necrosis of tooth pulp"
"522.5",2,0,217726748.59013,0.998534894964757,0,Inf,"Periapical abscess"
"523",1,0,218352255.334322,0.998963897996399,0,Inf,"Gingival and periodontal diseases"
"523.1",3,0,223341231.753522,0.998203385330798,0,Inf,"Gingivitis"
"523.3",0,0,NA,NA,NA,NA,"Periodontitis (acute or chronic)"
"523.31",0,0,NA,NA,NA,NA,"Acute periodontitis"
"523.32",0,0,NA,NA,NA,NA,"Chronic periodontitis"
"524",0,0,NA,NA,NA,NA,"Dentofacial anomalies, including malocclusion"
"524.3",0,0,NA,NA,NA,NA,"Anomalies of tooth position/malocclusion"
"525",9,0,228230746.371079,0.996886204808622,0,Inf,"Other diseases of the teeth and supporting structures"
"525.1",0,0,NA,NA,NA,NA,"Loss of teeth or edentulism"
"525.2",0,0,NA,NA,NA,NA,"Atrophy of edentulous alveolar ridge"
"526",5,2,2.58097902325812,0.257205559740581,0.500560007821931,13.3080002685076,"Diseases of the jaws"
"526.1",0,0,NA,NA,NA,NA,"Cysts of the jaws"
"526.3",0,0,NA,NA,NA,NA,"Anomalies of jaw size/symmetry"
"526.4",3,2,1.50346304121325,0.65509973622534,0.251218739359178,8.99774086145058,"Temporomandibular joint disorders"
"526.41",6,4,1.51225513392041,0.521707916411927,0.426724138768182,5.35923652378848,"Temporomandibular joint disorder NOS"
"526.42",3,5,0.605772966835073,0.492508089477375,0.144758552749803,2.53498588081639,"Arthralgia/ankylosis of temporomandibular joint"
"526.5",0,0,NA,NA,NA,NA,"Inflammatory conditions of jaw"
"526.8",0,0,NA,NA,NA,NA,"Exostosis of jaw"
"526.9",2,0,226085903.135236,0.998532316034197,0,Inf,"Jaw disease NOS"
"527",0,0,NA,NA,NA,NA,"Diseases of the salivary glands"
"527.1",1,0,218623521.304713,0.998963748867621,0,Inf,"Hypertrophy of salivary gland"
"527.2",6,1,6.16115161997617,0.0924093089030147,0.74122865628163,51.2119829186854,"Sialoadenitis"
"527.7",6,0,218377427.544477,0.997462033311113,0,Inf,"Disturbance of salivary secretion"
"527.8",1,0,241967503.170936,0.998960391185351,0,Inf,"Other specified diseases of the salivary glands"
"528",6,2,3.02265170628674,0.175518693642671,0.610041454981951,14.9767253731772,"Diseases of the oral soft tissues"
"528.1",1,0,219697539.690175,0.9989634882368,0,Inf,"Stomatitis and mucositis"
"528.11",0,0,NA,NA,NA,NA,"Ulcerative stomatitis & mucositis"
"528.12",2,1,2.01701107627817,0.566741770862738,0.18288726112437,22.2450358587972,"Oral aphthae"
"528.3",2,0,218549058.521954,0.998534549319687,0,Inf,"Cellulitis and abscess of oral soft tissues"
"528.4",0,0,NA,NA,NA,NA,"Cysts of oral soft tissues"
"528.41",0,0,NA,NA,NA,NA,"Cyst of the salivary gland"
"528.5",2,0,218287979.521258,0.998534586861956,0,Inf,"Diseases of lips"
"528.6",0,1,4.5461181787763e-09,0.998963527186628,0,Inf,"Leukoplakia of oral mucosa"
"528.7",1,0,217595630.632679,0.998964094588309,0,Inf,"Sialolithiasis"
"529",0,1,4.59541004998725e-09,0.99896407645004,0,Inf,"Diseases of the tongue"
"529.1",2,1,2.14219653523196,0.534295423062125,0.193819478735687,23.6767017716412,"Glossitis"
"529.6",1,0,218129636.740192,0.998963890634279,0,Inf,"Glossodynia"
"530",6,0,218383536.024986,0.997462021185442,0,Inf,"Diseases of esophagus"
"530.1",38,9,4.34401199867832,7.45245258545078e-05,2.10029963557884,8.98464196488829,"Esophagitis, GERD and related diseases"
"530.11",2028,810,2.67307245638106,1.32185863266122e-123,2.46385757152185,2.90005251912739,"GERD"
"530.12",8,0,218308152.0666,0.997069615926762,0,Inf,"Ulcer of esophagus"
"530.13",36,36,1.01650888558966,0.944619395350104,0.640425596851578,1.61344318459871,"Barrett's esophagus"
"530.14",143,92,1.59953979127597,0.000443237352785922,1.23077749526904,2.07878967052117,"Reflux esophagitis"
"530.15",3,0,217949019.515216,0.998205624693377,0,Inf,"Eosinophilic esophagitis"
"530.2",45,1,45.299026707122,0.000162204811546756,6.24423439211959,328.623445526363,"Esophageal bleeding"
"530.3",30,26,1.21428722246567,0.469057334764942,0.717887617423639,2.05393354454985,"Stricture and stenosis of esophagus"
"530.5",7,3,2.34928524148496,0.215839520169929,0.607468256372166,9.08548074399749,"Disorders of esophageal motility"
"530.6",3,1,3.04913743305627,0.334345394945773,0.317098780670403,29.3196935857306,"Diverticulum of esophagus, acquired"
"530.7",2,0,220265737.390406,0.998534096059816,0,Inf,"Gastroesophageal laceration-hemorrhage syndrome"
"530.9",3,1,3.05163387121472,0.333984536475242,0.317367548638627,29.3428528653654,"Heartburn"
"531",0,0,NA,NA,NA,NA,"Peptic ulcer"
"531.1",12,3,4.09856011913362,0.0288960270674991,1.15630145834528,14.5275221516987,"Hemorrhage from gastrointestinal ulcer"
"531.2",28,8,3.58548702146037,0.0014489407589465,1.63404506947801,7.86741897221201,"Gastric ulcer"
"531.3",10,0,226885693.369054,0.996718370263681,0,Inf,"Duodenal ulcer"
"531.4",43,12,3.67831847414537,6.64957435646646e-05,1.93948434478438,6.9760948747144,"Peptic ulcers"
"531.5",2,0,227315702.98274,0.998531997807297,0,Inf,"Gastrojejunal ulcer"
"532",768,118,6.82186927109451,5.87604222219337e-84,5.61973314688988,8.28115839942665,"Dysphagia"
"533",2,4,0.508832904001461,0.435315957992344,0.0931933978695123,2.77821101186891,"Heartburn"
"535",0,0,NA,NA,NA,NA,"Gastritis and duodenitis"
"535.1",28,13,2.22523377595392,0.0172120573857895,1.15229741675538,4.29721119360742,"Acute gastritis"
"535.2",14,5,2.88649866633622,0.0418987959743127,1.03961228647419,8.01440561944308,"Atrophic gastritis"
"535.6",8,0,222063068.281779,0.997066946922261,0,Inf,"Duodenitis"
"535.8",18,12,1.58710104287461,0.215569169138,0.764038294488805,3.29681082540369,"Other specified gastritis"
"535.9",95,20,4.9307705741331,8.94082371939724e-11,3.04409295620137,7.98677924903963,"Gastritis and duodenitis, NOS"
"536",0,0,NA,NA,NA,NA,"Disorders of function of stomach"
"536.3",80,14,5.78052790476377,1.39629280911393e-09,3.27612531194634,10.1993970547791,"Gastroparesis"
"536.7",27,0,220382737.100089,0.99461386511834,0,Inf,"Complications of gastrostomy, colostomy and enterostomy"
"536.8",29,12,2.47766698370158,0.00824547560803331,1.26388061508305,4.85713097334081,"Dyspepsia and disorders of function of stomach"
"537",31,6,5.43098628890113,0.000149044682850771,2.26521273635986,13.021122297604,"Other disorders of stomach and duodenum"
"537.1",9,3,3.04959796985791,0.0944422223996182,0.825546588521857,11.265321554309,"Lesions of stomach and duodenum"
"539",33,11,3.02062487197791,0.00149794415276516,1.52663471890048,5.97665866251425,"Bariatric surgery"
"540",0,0,NA,NA,NA,NA,"Appendiceal conditions"
"540.1",0,1,4.54133839821008e-09,0.998963343753172,0,Inf,"Appendicitis"
"540.11",7,0,219762590.156879,0.99725769306434,0,Inf,"Acute appendicitis"
"550",8,3,2.74481917417512,0.135912513398175,0.728025304961942,10.348585753229,"Abdominal hernia"
"550.1",8,5,1.65069149122769,0.379448339872045,0.539851126856152,5.0472848229092,"Inguinal hernia"
"550.2",153,79,2.0045985684031,5.21809920858418e-07,1.52778495058988,2.63022319920891,"Diaphragmatic hernia"
"550.3",0,1,4.55195017538551e-09,0.998963499164846,0,Inf,"Femoral hernia"
"550.4",4,3,1.4243952085107,0.643928121983895,0.317817607745911,6.38385558439641,"Umbilical hernia"
"550.5",24,5,4.99980760670063,0.0010653310925625,1.90703887108979,13.1083201726958,"Ventral hernia"
"550.6",12,6,2.03935265607425,0.154122205322528,0.765329793134086,5.43420534931201,"Incisional hernia"
"555",0,0,NA,NA,NA,NA,"Inflammatory bowel disease"
"555.1",111,37,3.01095742309951,6.3846590156204e-09,2.07546570000452,4.3681110238046,"Crohn's disease"
"555.2",74,45,1.66144551216047,0.00724425128130724,1.14699739956592,2.40663247442657,"Ulcerative colitis"
"555.21",3,6,0.500629577451502,0.327840539177455,0.125205262283005,2.00175271589434,"Ulcerative colitis (chronic)"
"556",2,0,217732766.852467,0.998534883210681,0,Inf,"Ulceration of the lower GI tract"
"556.1",1,1,1.08183572427202,0.955653801080853,0.0676264606800884,17.3063697632747,"Ulceration of intestine"
"556.11",2,2,0.99765371533439,0.998125746407429,0.140531719554164,7.08247888005738,"Angiodysplasia of intestine"
"557",2,0,218078162.832081,0.998534811335152,0,Inf,"Intestinal malabsorption"
"557.1",5,2,2.49845988594247,0.273762675881674,0.484735596646185,12.8777458161794,"Celiac or tropical sprue"
"557.11",21,9,2.34852208011071,0.0321251716943776,1.07558860378531,5.12794198577104,"Celiac disease"
"557.8",2,0,220502064.005473,0.998533901488082,0,Inf,"Other specified intestinal malabsorption"
"557.9",10,3,3.34704196923904,0.0664785432538575,0.921141590027407,12.161745886986,"Intestinal malabsorption NOS"
"558",156,31,5.2377788293915,3.84329043889878e-17,3.56204786770088,7.70184121173231,"Noninfectious gastroenteritis"
"559",37,9,4.11151220975805,0.000142496240232183,1.98439347041804,8.51874031183362,"Ileostomy status"
"560",0,0,NA,NA,NA,NA,"Intestinal obstruction without mention of hernia"
"560.1",30,2,15.8419621663707,0.000155405251727037,3.7850397962996,66.3051853579126,"Paralytic ileus"
"560.2",17,0,220371103.955449,0.995726440017982,0,Inf,"Impaction of intestine"
"560.3",8,0,218220870.14211,0.997069359442774,0,Inf,"Peritoneal or intestinal adhesions"
"560.4",92,19,4.9258445739938,2.50057840547533e-10,3.00582577119234,8.0723057868784,"Other intestinal obstruction"
"561",38,20,1.96816241604223,0.0142970787450134,1.14495597545309,3.38324213242198,"Symptoms involving digestive system"
"561.1",654,108,6.36060585994019,6.22332914684113e-71,5.18872148612688,7.79716294537613,"Diarrhea"
"561.2",48,14,3.5546582302819,3.00328296941984e-05,1.9593588863357,6.4488416196899,"Flatulence"
"562",0,0,NA,NA,NA,NA,"Diverticulosis and diverticulitis"
"562.1",170,110,1.5918958194027,0.000145968489027281,1.25230927793855,2.02356745611858,"Diverticulosis"
"562.2",72,27,2.73567916663289,8.27253245325253e-06,1.75755664933489,4.25815037346384,"Diverticulitis"
"563",817,166,5.21514857210453,9.4127351462451e-84,4.41330280735609,6.16268038163859,"Constipation"
"564",28,5,5.67152246281612,0.00035112775133383,2.18984046558865,14.6888175425059,"Functional digestive disorders"
"564.1",225,91,2.53550811307417,7.03039379702783e-14,1.9874316721238,3.23472825840348,"Irritable Bowel Syndrome"
"564.8",15,1,15.3081751141207,0.00824878943625479,2.02206068378366,115.891786633272,"Abnormal findings on exam of gastrointestinal tract/abdominal area"
"564.9",7,8,0.905753386713928,0.84835517168699,0.328371644978627,2.49835578098452,"History of diseases of digestive system"
"565",43,18,2.42532684377033,0.00160208677061066,1.39888288197449,4.20493407626114,"Anal and rectal conditions"
"565.1",1,1,1.0518928341049,0.971469568876664,0.0657529084178426,16.8278264956716,"Anal and rectal polyp"
"567",36,0,219499216.261046,0.993781859812788,0,Inf,"Peritonitis and retroperitoneal infections"
"568",5,0,218818174.445797,0.997682953314148,0,Inf,"Other disorders of peritoneum"
"568.1",8,0,218587804.95721,0.997069004310659,0,Inf,"Peritoneal adhesions (postoperative) (postinfection)"
"569",40,5,8.05163520202657,1.09615547379684e-05,3.17769183876021,20.4012323145239,"Other disorders of intestine"
"569.1",2,0,217174759.908374,0.998535189773026,0,Inf,"Toxic gastroenteritis and colitis"
"569.2",30,4,7.57870244004213,0.000141911775494092,2.66987685143258,21.5128763874939,"Gastrointestinal complications"
"571",0,0,NA,NA,NA,NA,"Chronic liver disease and cirrhosis"
"571.5",105,39,2.75728572757574,6.38409824401222e-08,1.90912182668031,3.98226267032562,"Chronic nonalcoholic liver disease"
"571.51",204,14,14.6936978424301,2.31951417124514e-22,8.5496946002931,25.2529202946306,"Cirrhosis of liver without mention of alcohol"
"571.6",17,2,8.53974980068362,0.00411772945476863,1.97299527612029,36.9627477272427,"Biliary cirrhosis"
"571.8",116,0,218905300.726584,0.988839012029926,0,Inf,"Liver abscess and sequelae of chronic liver disease"
"571.81",51,1,51.1091648949823,9.78156260518304e-05,7.0630334105647,369.833552302799,"Portal hypertension"
"572",118,9,13.2187363765435,8.31779419742961e-14,6.71158154438281,26.0348459207498,"Ascites (non malignant)"
"573",22,7,3.17957052453425,0.00768696224264607,1.35823659943641,7.44323096924492,"Disorders of liver"
"573.1",0,0,NA,NA,NA,NA,"Chronic passive congestion of liver"
"573.2",20,0,218564542.139579,0.995365783624522,0,Inf,"Liver replaced by transplant"
"573.3",6,3,2.02335114476208,0.318937817710612,0.506013397244035,8.09059577732015,"Hepatomegaly"
"573.4",11,0,218391252.999117,0.99656355726814,0,Inf,"Acute and subacute necrosis of liver"
"573.5",17,3,5.78299790379909,0.00508184842373573,1.69433122608845,19.7382095309378,"Jaundice"
"573.6",2,2,1.00414231745534,0.996701813387827,0.141441228026775,7.12876866081581,"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"
"573.7",48,20,2.45258096539306,0.000753207174810814,1.45540572855048,4.13297355768908,"Abnormal results of function study of liver"
"573.8",18,9,2.02737650289788,0.083460588880047,0.910732918133566,4.51312937378599,"Other specified disorders of liver"
"573.9",58,13,4.64529186802737,5.65030450964124e-07,2.54504309728813,8.47873128834418,"Abnormal serum enzyme levels"
"573.91",26,17,1.54008592395898,0.166224190839931,0.835671585730544,2.83827366357457,"Elevated levels of transaminase or lactic acid dehydrogenase"
"574",0,0,NA,NA,NA,NA,"Cholelithiasis and cholecystitis"
"574.1",81,15,5.53524719554096,1.15182079694828e-09,3.1904031181254,9.60347654554284,"Cholelithiasis"
"574.11",9,0,221894054.847164,0.996889287218011,0,Inf,"Cholelithiasis with acute cholecystitis"
"574.12",5,1,5.1484940411501,0.134691080886632,0.601440380481096,44.0725161661992,"Cholelithiasis with other cholecystitis"
"574.2",21,1,21.9220948914715,0.00255993464712692,2.94815552242183,163.00980079772,"Calculus of bile duct"
"574.3",21,0,223102292.270249,0.995247628098141,0,Inf,"Cholecystitis without cholelithiasis"
"575",0,0,NA,NA,NA,NA,"Other biliary tract disease"
"575.1",13,1,13.0171208368067,0.013401820006573,1.7028608554055,99.5063303863892,"Cholangitis"
"575.2",18,2,9.28278801668326,0.00280224710773815,2.15312784585048,40.0209181859526,"Obstruction of bile duct"
"575.6",2,2,1.02246877025486,0.982273012679101,0.144018944856585,7.25906155740509,"Cholesterolosis of gallbladder"
"575.7",5,0,243217404.989481,0.997676734186411,0,Inf,"Other disorders of gallbladder"
"575.8",22,3,7.65952283093322,0.000942991239965073,2.29172007234647,25.6001117699848,"Other disorders of biliary tract"
"575.9",2,0,219676996.368305,0.998534184521045,0,Inf,"Nonspecific abnormal findings on exam of biliary tract"
"577",18,6,3.02450555123824,0.0188925712680541,1.20053058012038,7.61965915816457,"Diseases of pancreas"
"577.1",86,8,10.8896787343272,1.05245126957287e-10,5.27650831456951,22.4741620532315,"Acute pancreatitis"
"577.2",29,4,7.29449126149269,0.000194952326197109,2.56433385178806,20.7498733937827,"Chronic pancreatitis"
"577.3",14,7,2.01976486608478,0.128881883493595,0.815170625093129,5.00441255940057,"Cyst and pseudocyst of pancreas"
"578",0,0,NA,NA,NA,NA,"Gastrointestinal hemorrhage"
"578.1",20,1,20.4194111006807,0.00324365296566968,2.74018823986501,152.161936772322,"Hematemesis"
"578.2",51,27,1.96560170432958,0.00453475005328116,1.23261716815602,3.13446069053477,"Blood in stool"
"578.8",55,25,2.26465933704785,0.000704666376131831,1.41129682127417,3.63402073579934,"Hemorrhage of rectum and anus"
"578.9",216,37,6.0061342143794,7.21327209625397e-24,4.23751479538885,8.51292560450602,"Hemorrhage of gastrointestinal tract"
"579",63,15,4.33328444257709,3.35866409760553e-07,2.4670950554771,7.61111900353972,"Other symptoms involving abdomen and pelvis"
"579.2",2,0,217419871.94154,0.998534929380741,0,Inf,"Splenomegaly"
"579.8",0,0,NA,NA,NA,NA,"Nonspecific abnormal findings in stool contents"
"580",0,0,NA,NA,NA,NA,"Nephritis; nephrosis; renal sclerosis"
"580.1",0,0,NA,NA,NA,NA,"Glomerulonephritis"
"580.11",3,1,2.99131116476806,0.342664998319963,0.311155246689905,28.7571640833796,"Proliferative glomerulonephritis"
"580.12",4,4,1.00782472490457,0.991205605756829,0.252041882722529,4.02992814193168,"Non-proliferative glomerulonephritis"
"580.13",0,0,NA,NA,NA,NA,"Acute glomerulonephritis, NOS"
"580.14",3,1,3.04807339955342,0.334491518875837,0.316995873380078,29.3087457259279,"Chronic glomerulonephritis"
"580.2",12,2,5.99289060258184,0.0190572408182791,1.34128121707383,26.7764412990633,"Nephrotic syndrome without mention of glomerulonephritis"
"580.3",0,0,NA,NA,NA,NA,"Nephritis and nephropathy without mention of glomerulonephritis"
"580.31",21,8,2.65222073030145,0.0189028468242427,1.17468814737928,5.98820616172403,"Nephritis and nephropathy in diseases classified elsewhere"
"580.32",7,2,3.51661524430637,0.11680019889753,0.730520349123536,16.9284576279431,"Nephritis & nephropathy"
"580.4",2,2,1.00187736518049,0.998503513724595,0.141122544568673,7.11267117475022,"Renal sclerosis, NOS"
"585",0,0,NA,NA,NA,NA,"Renal failure"
"585.1",1109,88,13.1096518861504,2.10237362152565e-119,10.5514154922083,16.2881437758714,"Acute renal failure"
"585.2",223,22,10.2659614727166,1.99278361387878e-25,6.62481234166428,15.9083698562283,"Renal failure NOS"
"585.3",1368,422,3.32796035044715,2.18144384948671e-103,2.98384648876865,3.71175934681505,"Chronic renal failure"
"585.31",240,25,9.6440406640121,4.10393759335272e-27,6.38807248884176,14.5595593180225,"Renal dialysis"
"585.32",345,45,7.71159686112276,5.24750897348036e-38,5.65239026950573,10.5209872837883,"End stage renal disease"
"585.33",88,35,2.51627503537525,3.88190943778411e-06,1.7008050062299,3.72273131279629,"Chronic Kidney Disease, Stage III"
"585.34",21,7,3.00680619895967,0.0116562247033292,1.27821526643606,7.07305236880029,"Chronic Kidney Disease, Stage IV"
"585.4",87,53,1.65994162210038,0.00363624901556292,1.17966254885719,2.33575796014764,"Chronic kidney disease, Stage I or II"
"586",310,91,3.48214181266256,1.28331362260991e-25,2.75639700552019,4.39897140332462,"Other disorders of the kidney and ureters"
"586.1",1,1,0.999287750365745,0.999598015129242,0.0625033758397497,15.976353190766,"Anatomical abnormatilies of kidney and ureters"
"586.11",0,0,NA,NA,NA,NA,"Small kidney"
"586.12",0,1,4.54571805088352e-09,0.998963505357453,0,Inf,"Vesicoureteral reflux"
"586.2",47,33,1.47154416083277,0.0890263769090524,0.942773485417766,2.29688493659902,"Cyst of kidney, acquired"
"586.3",2,1,1.99487230610339,0.572852100634384,0.180888112160591,21.9998731266832,"Vascular disorders of kidney/hypertrophy"
"586.4",17,7,2.44638041793386,0.046383279617364,1.01444147909524,5.89957850953407,"Stricture/obstruction of ureter"
