Phecode,Number of Schizophrenia Patients,Number of Non-Schizophrenic Participants,Hazard Ratio,P-Value,CI Lower Bound,CI Upper Bound,PheWAS Description
368.7,0,1,4.47886052316548E-09,0.998962725799233,0,Inf,Disorders of accommodation
368.9,5,0,213611443.980324,0.997685999923891,0,Inf,Subjective visual disturbances
368.91,1,0,216156925.007053,0.998964425983946,0,Inf,Psychophysical visual disturbances
369,0,0,NA,NA,NA,NA,Infection of the eye
369.2,0,0,NA,NA,NA,NA,"Eye infection, viral"
369.5,10,2,4.8792504615214,0.0407370174873897,1.06907759622094,22.2688092523986,"Conjunctivitis, infectious"
370,0,0,NA,NA,NA,NA,Keratitis
370.1,2,1,1.9641707077633,0.581508677212671,0.178096509274538,21.6622245149582,Corneal ulcer
370.2,0,1,4.55841096234612E-09,0.998963628858115,0,Inf,Superficial keratitis
370.3,0,0,NA,NA,NA,NA,Keratoconjunctivitis
370.31,1,0,211456971.578697,0.99896583236131,0,Inf,Keratoconjunctivitis sicca
371,0,0,NA,NA,NA,NA,Inflammation of the eye
371.1,0,1,4.42673341007686E-09,0.998962210411033,0,Inf,Uveitis
371.2,0,0,NA,NA,NA,NA,"Conjunctivitis, noninfectious"
371.21,4,8,0.489305878712206,0.243135134543715,0.147338866318543,1.62496324917218,Allergic conjunctivitis
371.3,2,3,0.650176584466358,0.637219940058484,0.108636099706536,3.89124418246124,Inflammation of eyelids
371.33,0,0,NA,NA,NA,NA,Noninfectious dermatoses of eyelid
371.9,0,0,NA,NA,NA,NA,Chronic inflammatory disorders of orbit
372,2,0,215924264.286738,0.998535630993585,0,Inf,Disorders of conjunctiva
374,0,0,NA,NA,NA,NA,Other disorders of eyelids
374.1,0,0,NA,NA,NA,NA,Ectropion or entropion
374.2,0,0,NA,NA,NA,NA,Lagophthalmos
374.3,0,0,NA,NA,NA,NA,Ptosis of eyelid
374.6,0,0,NA,NA,NA,NA,Dermatochalasis
375,0,0,NA,NA,NA,NA,Disorders of lacrimal system
375.1,3,5,0.583959431972703,0.461381925051379,0.139554926894411,2.44354409964968,Dry eyes
375.2,0,0,NA,NA,NA,NA,Epiphora
376,0,0,NA,NA,NA,NA,Disorders of the orbit
377,1,2,0.485712533119409,0.555444453186577,0.0440424069392288,5.35657974267388,Disorders of optic nerve and visual pathways
377.1,0,1,4.3875354802357E-09,0.998961901584817,0,Inf,Optic atrophy
377.3,3,1,2.94764560847409,0.349190526068357,0.306600389652919,28.3385635712738,Optic neuritis/neuropathy
378,1,1,0.983024541745691,0.990340916718007,0.0614821094158926,15.7173730513634,Disorders of binocular eye movements
378.1,10,4,2.4306352640855,0.133291643157317,0.762325693645057,7.74995233174806,Strabismus (not specified as paralytic)
378.2,1,2,0.486359555432416,0.556174920957188,0.04410071130346,5.36375968026299,Nystagmus and other irregular eye movements
378.5,2,0,215047061.082543,0.998535967947616,0,Inf,Paralytic strabismus
379,0,0,NA,NA,NA,NA,Other disorders of eye
379.1,0,0,NA,NA,NA,NA,Scleritis and episcleritis
379.2,3,3,0.968572601357199,0.968804164602687,0.195490382391463,4.79886975831514,Disorders of vitreous body
379.3,0,0,NA,NA,NA,NA,Aphakia and other disorders of lens
379.4,0,0,NA,NA,NA,NA,Anomalies of pupillary function
379.5,0,1,4.56063150375846E-09,0.998963629874177,0,Inf,Disorders of iris and ciliary body
379.51,0,0,NA,NA,NA,NA,Pigmentary iris degeneration
379.9,0,0,NA,NA,NA,NA,"Pain, swelling or discharge of eye"
380,0,1,4.54339193491716E-09,0.998963426655413,0,Inf,Other disorders of external ear
380.1,8,5,1.55024032067563,0.441880504863875,0.507153291722049,4.73869556024809,Otitis externa
380.4,14,10,1.37166682198132,0.445304858914614,0.609273959172376,3.08805233212342,Impacted cerumen
381,0,0,NA,NA,NA,NA,Eustachian tube disorders
381.1,3,4,0.736453552892581,0.68877230674944,0.164822887731488,3.29058568887391,Otitis media
381.11,12,9,1.29706573499948,0.555291153459238,0.546524915989804,3.0783217227394,Suppurative and unspecified otitis media
381.2,7,5,1.35804324763413,0.601209905972222,0.431014353009999,4.27893282338526,Eustachian tube disorders
381.3,1,3,0.320742886263641,0.324769198583174,0.0333586135925521,3.08394108775851,Mastoiditis
381.9,1,0,212070040.480426,0.998965640005837,0,Inf,Otorrhea
382,5,1,4.93667282354904,0.144960772240988,0.576744911065891,42.2556629441736,Otalgia
383,0,0,NA,NA,NA,NA,Otosclerosis
384,0,0,NA,NA,NA,NA,Other disorders of tympanic membrane
384.1,0,0,NA,NA,NA,NA,Myringitis
384.4,2,1,1.93243871268098,0.590650446061393,0.175226831427931,21.3113445460205,Perforation of tympanic membrane
385,0,0,NA,NA,NA,NA,Other disorders of middle ear and mastoid
385.3,0,2,4.48195747801754E-09,0.99853316431231,0,Inf,Cholesteatoma
385.5,0,1,4.54525240458759E-09,0.998963476114936,0,Inf,Tympanosclerosis and middle ear disease related to otitis media
386,0,0,NA,NA,NA,NA,Vertiginous syndromes and other disorders of vestibular system
386.1,1,0,215687372.366904,0.998964550314784,0,Inf,Meniere's disease
386.2,0,0,NA,NA,NA,NA,Peripheral or central vertigo
386.21,2,0,216531810.793741,0.998535342690178,0,Inf,Central origin vertigo
386.3,0,1,4.41688385297039E-09,0.998962151970693,0,Inf,Labyrinthitis
386.9,56,6,9.19767025528233,2.39686365019251E-07,3.96307460334857,21.346340049573,Light-headedness and vertigo
388,0,0,NA,NA,NA,NA,Other disorders of ear
389,10,2,4.91609680663573,0.0397919253507788,1.07714550723677,22.437087329281,Hearing loss
389.1,15,4,3.67319411432802,0.0207769315465825,1.21909926746332,11.0674785570241,Sensorineural hearing loss
389.2,5,3,1.61900525306304,0.509419759468557,0.386912037652538,6.77460961242992,Conductive hearing loss
389.3,0,0,NA,NA,NA,NA,Degenerative and vascular disorders of ear
389.4,5,0,214158939.013494,0.997685625287671,0,Inf,Tinnitus
389.5,0,1,4.54100612910742E-09,0.998963418778545,0,Inf,Disorders of acoustic nerve
394,0,0,NA,NA,NA,NA,Chronic rheumatic disease of the heart valves
394.1,1,0,207836455.66028,0.998967061508264,0,Inf,Mitral valve stenosis and/or aortic valve stenosis
394.11,1,0,216642539.408575,0.998964281470861,0,Inf,Mitral stenosis/insufficiency
394.12,0,0,NA,NA,NA,NA,Aortic stenosis/insufficiency
394.2,0,0,NA,NA,NA,NA,Mitral valve disease
394.3,0,0,NA,NA,NA,NA,Aortic valve disease
394.4,0,0,NA,NA,NA,NA,Acute rheumatic heart disease
394.7,0,0,NA,NA,NA,NA,Disease of tricuspid valve
395,0,0,NA,NA,NA,NA,Heart valve disorders
395.1,6,4,1.4630060159437,0.555562250440309,0.412844885268785,5.18448133684387,Nonrheumatic mitral valve disorders
395.2,3,1,2.9466048351627,0.349346497006416,0.306494278885939,28.3283592965053,Nonrheumatic aortic valve disorders
395.3,0,0,NA,NA,NA,NA,Nonrheumatic tricuspid valve disorders
395.4,2,0,214663121.344901,0.998536132836081,0,Inf,Nonrheumatic pulmonary valve disorders
395.6,1,0,218188245.661297,0.99896387225125,0,Inf,Heart valve replaced
396,7,0,213561477.062027,0.997262157774674,0,Inf,Abnormal heart sounds
401,0,0,NA,NA,NA,NA,Hypertension
401.1,211,38,5.53813197891331,2.65671878276731E-22,3.92066885811323,7.82287587292499,Essential hypertension
401.2,1,0,218377890.703168,0.998963818409123,0,Inf,Hypertensive heart and/or renal disease
401.21,2,1,1.96265440490632,0.581939229638181,0.177960978690659,21.645263705781,Hypertensive heart disease
401.22,9,4,2.23264653609583,0.181362692288233,0.687552934141748,7.24992987101855,Hypertensive chronic kidney disease
401.3,4,2,1.96820965250444,0.434297944997849,0.360489427202971,10.746082808222,Other hypertensive complications
402,9,1,8.84509003771704,0.0386414228429241,1.12060088037849,69.8157739702082,Elevated blood pressure reading
411,1,0,218172454.71317,0.998963882293704,0,Inf,Ischemic Heart Disease
411.1,1,0,212564585.114107,0.998965492435852,0,Inf,Unstable angina (intermediate coronary syndrome)
411.2,0,0,NA,NA,NA,NA,Myocardial infarction
411.3,0,0,NA,NA,NA,NA,Angina pectoris
411.4,1,0,211973803.260875,0.998965649617352,0,Inf,Coronary atherosclerosis
411.41,0,0,NA,NA,NA,NA,Aneurysm and dissection of heart
411.8,1,0,218630744.164114,0.998963797984131,0,Inf,Chronic ischemic heart disease
411.9,0,0,NA,NA,NA,NA,Other acute and subacute forms of ischemic heart disease
414,1,0,218630743.764428,0.998963797924444,0,Inf,Other forms of chronic heart disease
414.2,0,0,NA,NA,NA,NA,ASCVD
415,3,0,214578158.454673,0.99820707182977,0,Inf,pulmonary heart disease
415.1,3,0,215757399.322932,0.998206584794929,0,Inf,Pulmonary embolism and infarction
415.11,0,0,NA,NA,NA,NA,"Pulmonary embolism and infarction, acute"
415.2,0,0,NA,NA,NA,NA,Primary pulmonary hypertension
415.21,0,0,NA,NA,NA,NA,Primary pulmonary hypertension
416,2,1,1.97088580035172,0.579598480138941,0.178707195393586,21.7360628903218,Cardiomegaly
418,165,17,9.66560722632181,5.29322835798694E-19,5.8668663754101,15.9239970838766,Nonspecific chest pain
418.1,1,0,212142979.199329,0.998965565542849,0,Inf,Precordial pain
420,0,0,NA,NA,NA,NA,Carditis
420.1,1,0,218630743.877449,0.998963798027667,0,Inf,Myocarditis
420.2,2,0,218200939.759306,0.998534674733401,0,Inf,Pericarditis
420.21,3,0,217999580.65718,0.998205452812188,0,Inf,Acute pericarditis
420.22,1,0,218488515.797056,0.998963828001331,0,Inf,Chronic pericarditis
420.3,0,0,NA,NA,NA,NA,Endocarditis
420.4,2,0,214704482.955699,0.998536066411922,0,Inf,Other rheumatic heart disease
425,0,0,NA,NA,NA,NA,Cardiomyopathy
425.1,10,3,3.27893192093499,0.0712421918968188,0.90238325668742,11.9144437382338,Primary/intrinsic cardiomyopathies
425.11,0,0,NA,NA,NA,NA,Hypertrophic obstructive cardiomyopathy
425.12,1,0,211199501.670622,0.998965884256913,0,Inf,Other hypertrophic cardiomyopathy
425.2,2,0,218638651.624998,0.998534574732927,0,Inf,Secondary/extrinsic cardiomyopathies
425.8,0,0,NA,NA,NA,NA,Other cardiomyopathy
426,1,0,212558131.214897,0.998965439283296,0,Inf,Cardiac conduction disorders
426.2,0,1,4.47828886424224E-09,0.9989627610891,0,Inf,AV block
426.21,0,0,NA,NA,NA,NA,First degree AV block
426.22,0,0,NA,NA,NA,NA,Mobitz II AV block
426.23,0,0,NA,NA,NA,NA,Second degree AV block
426.24,0,0,NA,NA,NA,NA,"Atrioventricular block, complete"
426.25,0,0,NA,NA,NA,NA,Other heart block
426.3,0,0,NA,NA,NA,NA,Bundle branch block
426.31,3,0,216001738.393973,0.998206462170434,0,Inf,Right bundle branch block
426.32,0,0,NA,NA,NA,NA,Left bundle branch block
426.4,2,1,1.97526891362039,0.57835812094825,0.179104233071408,21.7844503963202,Anomalous atrioventricular excitation
426.7,17,0,213956892.238224,0.995732800514378,0,Inf,Abnormal electrocardiogram
426.8,1,1,0.992168021614147,0.99556393647724,0.0620578386287385,15.8625792464816,Other cardiac conduction disorders
426.9,0,0,NA,NA,NA,NA,Cardiac pacemaker/device in situ
426.91,2,2,0.980130272349359,0.983988170427277,0.138056678138957,6.95841276007458,Cardiac pacemaker in situ
426.92,1,3,0.328391311407296,0.334870791572064,0.0341582711393721,3.1570934303962,Cardiac defibrillator in situ
427,0,0,NA,NA,NA,NA,Cardiac dysrhythmias
427.1,1,0,211787838.51605,0.998965723079147,0,Inf,"Paroxysmal tachycardia, unspecified"
427.11,2,1,1.96109732297411,0.582381008614589,0.177822772802871,21.627728831108,Paroxysmal supraventricular tachycardia
427.12,2,1,1.99518777768514,0.572764404583587,0.180916518872354,22.0033764359176,Paroxysmal ventricular tachycardia
427.2,0,0,NA,NA,NA,NA,Atrial fibrillation & flutter
427.21,1,2,0.489183236344967,0.559358653303242,0.0443546543095685,5.39515508453219,Atrial fibrillation
427.22,0,1,4.44442391235206E-09,0.998962393994197,0,Inf,Atrial flutter
427.3,27,5,5.31506984307781,0.000601038391597456,2.04681422799015,13.8019205898011,Other specified cardiac dysrhythmias
427.4,0,0,NA,NA,NA,NA,Cardiac arrest & ventricular fibrillation
427.41,1,2,0.496005205563061,0.566986198739084,0.0449748871599849,5.47018968764738,Ventricular fibrillation & flutter
427.42,3,1,2.94269157191025,0.349957733762524,0.306060947733545,28.2931675913469,Cardiac arrest
427.5,6,2,2.94429719675638,0.185985947657814,0.594249749004683,14.5879506004792,Cardiac arrhythmia NOS
427.6,6,2,2.95420733469353,0.184621968708554,0.596246240950864,14.6371421351673,Premature beats
427.61,1,1,0.968479998251244,0.981931992401704,0.060577288823942,15.4835834554884,Supraventricular premature beats
427.7,75,3,24.8452611069178,4.85792403939693E-08,7.8355368478478,78.7804347624851,Tachycardia NOS
427.8,0,0,NA,NA,NA,NA,Sinoatrial node dysfunction
427.9,30,7,4.2273104398167,0.000594058392541354,1.85681666233198,9.62408078142736,Palpitations
428,4,0,216142290.104077,0.997928916024516,0,Inf,Heart failure
428.1,6,1,5.92823033371739,0.0994155313576152,0.713699778280594,49.241874467544,Systolic/diastolic heart failure
428.2,1,0,211144736.028164,0.998965936040549,0,Inf,Heart failure NOS
428.3,2,0,218638646.459492,0.998534575017011,0,Inf,Heart failure with reduced EF [Systolic or combined heart failure]
428.4,0,0,NA,NA,NA,NA,Heart failure with preserved EF [Diastolic heart failure]
429,0,0,NA,NA,NA,NA,Ill-defined descriptions and complications of heart disease
429.1,2,1,1.95595676835908,0.583858802237438,0.177348769858175,21.5719955810754,Heart transplant/surgery
429.2,0,0,NA,NA,NA,NA,Abnormal function study of cardiovascular system
429.3,1,0,218374105.903349,0.998963824693739,0,Inf,Symptoms involving cardiovascular system
429.9,0,0,NA,NA,NA,NA,"Cardiac complications, not elsewhere classified"
430,2,0,218202436.608418,0.998534671227742,0,Inf,Intracranial hemorrhage
430.1,2,0,214135739.597661,0.99853633952078,0,Inf,Subarachnoid hemorrhage
430.2,2,0,216598270.423565,0.998535293824968,0,Inf,Intracerebral hemorrhage
430.3,3,0,217969744.58986,0.998205439232373,0,Inf,Subdural hemorrhage
433,0,0,NA,NA,NA,NA,Cerebrovascular disease
433.1,0,0,NA,NA,NA,NA,Occlusion and stenosis of precerebral arteries
433.11,0,0,NA,NA,NA,NA,"Occlusion of cerebral arteries, with cerebral infarction"
433.12,0,0,NA,NA,NA,NA,Cerebral atherosclerosis
433.2,0,0,NA,NA,NA,NA,Occlusion of cerebral arteries
433.21,5,1,4.93817053586339,0.144886856400022,0.576912357849835,42.2690342986493,Ischemic stroke
433.3,0,0,NA,NA,NA,NA,Cerebral ischemia
433.31,3,1,2.88441942501562,0.358961443323092,0.299996532337884,27.7332386296946,Transient cerebral ischemia
433.32,0,0,NA,NA,NA,NA,Moyamoya disease
433.5,1,0,211458018.800251,0.998965829009958,0,Inf,Cerebral aneurysm
433.6,0,0,NA,NA,NA,NA,"Acute, but ill-defined cerebrovascular disease"
433.8,5,0,216584663.347778,0.997684151211327,0,Inf,Late effects of cerebrovascular disease
440,0,0,NA,NA,NA,NA,Atherosclerosis
440.1,1,0,218630744.151712,0.998963798149772,0,Inf,Atherosclerosis of renal artery
440.2,0,0,NA,NA,NA,NA,Atherosclerosis of the extremities
440.21,0,0,NA,NA,NA,NA,Atherosclerosis of native arteries of the extremities with ulceration or gangrene
440.22,0,0,NA,NA,NA,NA,Atherosclerosis of native arteries of the extremities with intermittent claudication
440.9,0,0,NA,NA,NA,NA,Atherosclerosis of aorta
441,1,0,218630743.464999,0.998963798088299,0,Inf,Vascular insufficiency of intestine
441.1,0,0,NA,NA,NA,NA,Acute vascular insufficiency of intestine
441.2,0,0,NA,NA,NA,NA,Chronic vascular insufficiency of intestine
442,0,0,NA,NA,NA,NA,Other aneurysm
442.1,0,0,NA,NA,NA,NA,Aortic aneurysm
442.11,0,0,NA,NA,NA,NA,Abdominal aortic aneurysm
442.2,0,0,NA,NA,NA,NA,Aneurysm of iliac artery
442.3,0,0,NA,NA,NA,NA,Aneurysm of artery of lower extremity
442.4,0,0,NA,NA,NA,NA,Arterial dissection
442.8,1,0,216072843.141922,0.998964436221831,0,Inf,Aneurysm of other specified artery
443,0,0,NA,NA,NA,NA,Peripheral vascular disease
443.1,5,0,214549150.103073,0.997685372474452,0,Inf,Raynaud's syndrome
443.7,0,0,NA,NA,NA,NA,Peripheral angiopathy in diseases classified elsewhere
443.8,0,0,NA,NA,NA,NA,Other specified peripheral vascular diseases
443.9,0,0,NA,NA,NA,NA,Peripheral arterial disease
444,0,0,NA,NA,NA,NA,Arterial embolism and thrombosis
444.1,0,0,NA,NA,NA,NA,Arterial embolism and thrombosis of lower extremity artery
444.2,0,0,NA,NA,NA,NA,Embolism and thrombosis of abdominal aorta
444.5,0,0,NA,NA,NA,NA,Atheroembolism
446,0,0,NA,NA,NA,NA,Polyarteritis nodosa and allied conditions
446.1,0,0,NA,NA,NA,NA,Thromboangiitis obliterans
446.2,0,0,NA,NA,NA,NA,Kawasaki disease
446.3,0,0,NA,NA,NA,NA,Hypersensitivity angiitis
446.4,0,0,NA,NA,NA,NA,Wegener's granulomatosis
446.5,0,0,NA,NA,NA,NA,Giant cell arteritis
446.6,0,0,NA,NA,NA,NA,Polyarteritis nodosa
446.7,0,0,NA,NA,NA,NA,Takayasu's disease
446.8,0,0,NA,NA,NA,NA,Thrombotic microangiopathy
446.9,0,1,4.47814950985459E-09,0.99896275451654,0,Inf,Arteritis NOS
447,0,0,NA,NA,NA,NA,Other disorders of arteries and arterioles
447.1,1,0,216106144.60413,0.998964404701996,0,Inf,Stricture of artery
447.7,0,0,NA,NA,NA,NA,Aortic ectasia
448,0,0,NA,NA,NA,NA,Disease of capillaries
450,0,0,NA,NA,NA,NA,Noninfectious disorders of lymphatic channels
451,2,0,214962385.752466,0.998535917574136,0,Inf,Phlebitis and thrombophlebitis
451.2,1,1,0.98231179662967,0.989931767384754,0.061437135801604,15.7060783060238,Phlebitis and thrombophlebitis of lower extremities
452,16,3,5.27455697499009,0.00821643190692497,1.53689777542142,18.1020180569837,Venous embolism & thrombosis
452.2,10,1,9.87005902092972,0.0290399979328504,1.2634727944599,77.1034133095674,Deep vein thrombosis
452.8,0,0,NA,NA,NA,NA,Postphlebitic syndrome
453,0,0,NA,NA,NA,NA,Chronic venous hypertension
454,5,1,4.91284310112572,0.146185162911569,0.573954301009188,42.0521760945775,Varicose veins
454.1,0,0,NA,NA,NA,NA,Varicose veins of lower extremity
454.11,3,1,2.93742458483899,0.350744056113808,0.305533241763303,28.2406691390425,"Varicose veins of lower extremity, symptomtic"
455,9,3,2.93765420819239,0.106008376764247,0.795291143241445,10.8511358642032,Hemorrhoids
456,0,0,NA,NA,NA,NA,Chronic venous insufficiency
457,0,0,NA,NA,NA,NA,Encounter for long-term use of anticoagulants/antithrombotics
457.2,0,0,NA,NA,NA,NA,Encounter for long-term use of antiplatelets/antithrombotics
457.3,1,0,211954238.763559,0.998965659191099,0,Inf,Encounter for long-term use of aspirin
458,0,0,NA,NA,NA,NA,Hypotension
458.1,11,2,5.39392567786851,0.0283555531177601,1.19557129860407,24.3351728603216,Orthostatic hypotension
458.2,0,0,NA,NA,NA,NA,Iatrogenic hypotension
458.9,9,1,8.89130359400583,0.0381790011802296,1.12645458471913,70.1806186180977,Hypotension NOS
459,0,1,4.42379565415527E-09,0.998962179294333,0,Inf,Other disorders of circulatory system
459.1,0,0,NA,NA,NA,NA,Hemorrhage NOS
459.7,0,0,NA,NA,NA,NA,Blood vessel replaced
459.9,1,2,0.492498174783011,0.563068807922885,0.0446569065708082,5.43151039313487,Circulatory disease NEC
464,79,55,1.40087105139523,0.0549219276111804,0.992917895348704,1.97643703656683,Acute sinusitis
465,112,55,2.00774151091145,2.30396710463939E-05,1.45396649085741,2.77243389031607,Acute upper respiratory infections
465.2,114,63,1.77309998625592,0.000264063323652461,1.30347943581819,2.41191650199477,Acute pharyngitis
465.4,1,0,211294779.400978,0.998965864135439,0,Inf,Acute laryngitis and tracheitis
470,12,8,1.46336590280618,0.404199577205073,0.598174864520745,3.57995611736621,Deviated nasal septum
471,4,0,215695273.092186,0.997929105060312,0,Inf,Nasal polyps
472,9,5,1.76441836655286,0.308680086390202,0.591310236233173,5.26487109721102,Chronic pharyngitis and nasopharyngitis
473,1,0,217078943.016417,0.998964199953888,0,Inf,Diseases of the larynx and vocal cords
473.1,0,0,NA,NA,NA,NA,Chronic laryngitis
473.3,1,0,211657267.012081,0.998965744487021,0,Inf,Paralysis/spasm of vocal cords or larynx
473.4,2,0,214412957.510751,0.998536161482887,0,Inf,Voice disturbance
474,1,0,211822452.255039,0.998965726417512,0,Inf,Acute and chronic tonsillitis
474.1,4,4,0.96801154572395,0.963328637056444,0.242090554306132,3.87064400484599,Acute tonsillitis
474.2,8,1,7.7402699971337,0.0536860502054866,0.968061264557396,61.8884174194494,Chronic tonsillitis and adenoiditis
475,35,11,3.1149056417498,0.00101259804586345,1.5820313547657,6.13302456223548,Chronic sinusitis
475.9,1,1,0.974240111138523,0.985277128580166,0.0609350361182774,15.5763228286084,Postnasal drip
476,196,102,1.89785649500169,1.53822224823569E-07,1.49396080979421,2.41094629257127,Allergic rhinitis
477,4,2,1.98136148559878,0.429786522410686,0.362905165436836,10.8176838207543,Epistaxis or throat hemorrhage
478,0,1,4.41123108186337E-09,0.998962101850644,0,Inf,Throat pain
479,7,6,1.14540259573912,0.807223910826711,0.384933600031761,3.40824263254148,Other upper respiratory disease
480,18,2,8.89435527938581,0.00336763084247063,2.06377061240925,38.332533354366,Pneumonia
480.1,6,0,217026521.526683,0.997462812654596,0,Inf,Bacterial pneumonia
480.11,1,0,218488113.825248,0.998963828570788,0,Inf,Pneumococcal pneumonia
480.12,1,0,212160011.848446,0.998965585054803,0,Inf,Pseudomonal pneumonia
480.13,0,0,NA,NA,NA,NA,MRSA pneumonia
480.2,0,0,NA,NA,NA,NA,Viral pneumonia
480.3,0,0,NA,NA,NA,NA,Pneumonia due to fungus
480.5,1,0,217995334.717259,0.998963922524136,0,Inf,Bronchopneumonia and lung abscess
481,0,0,NA,NA,NA,NA,Influenza
483,41,7,5.72336953933296,1.99161051100459E-05,2.56769580228311,12.757336306987,Acute bronchitis and bronchiolitis
495,460,91,5.07158255333977,1.81664440199392E-45,4.05028072363965,6.35041157646649,Asthma
495.1,0,0,NA,NA,NA,NA,Chronic obstructive asthma
495.11,0,0,NA,NA,NA,NA,Chronic obstructive asthma with exacerbation
495.2,34,9,3.70856512622015,0.000471802103289675,1.7787579759098,7.73205544637497,Asthma with exacerbation
496,3,0,216447198.936895,0.998206201358437,0,Inf,Chronic airway obstruction
496.1,0,0,NA,NA,NA,NA,Emphysema
496.2,0,0,NA,NA,NA,NA,Chronic bronchitis
496.21,1,0,218630744.23524,0.998963797871843,0,Inf,Obstructive chronic bronchitis
496.3,1,1,0.978432163693383,0.987699059961494,0.061198944473854,15.6429086674643,Bronchiectasis
497,13,2,6.34785248209058,0.014968247852514,1.43248346816394,28.1296308333884,Bronchitis
498,3,2,1.48663970744243,0.664029704216848,0.2484017878741,8.89726937418292,Acute bronchospasm
499,2,1,1.96871562662386,0.580222436167604,0.178501173279989,21.7132534609926,Cystic fibrosis
500,0,0,NA,NA,NA,NA,Lung disease due to external agents
500.1,0,0,NA,NA,NA,NA,Extrinsic allergic alveolitis
500.2,0,0,NA,NA,NA,NA,Pneumoconiosis
501,10,0,216786226.485425,0.996724706688154,0,Inf,Pneumonitis due to inhalation of food or vomitus
502,0,0,NA,NA,NA,NA,Postinflammatory pulmonary fibrosis
503,0,0,NA,NA,NA,NA,Pulmonary congestion and hypostasis
504,0,0,NA,NA,NA,NA,Other alveolar and parietoalveolar pneumonopathy
504.1,0,0,NA,NA,NA,NA,Idiopathic fibrosing alveolitis
505,0,0,NA,NA,NA,NA,Other pulmonary inflamation or edema
506,1,1,0.998398336238998,0.999095633766101,0.062448649802205,15.9619021542016,Empyema and pneumothorax
507,7,0,214176942.792813,0.997261599773298,0,Inf,Pleurisy; pleural effusion
508,8,0,215432137.710504,0.997071616482148,0,Inf,Pulmonary collapse; interstitial/compensatory emphysema
509,3,0,214033391.255632,0.998207365485336,0,Inf,"Respiratory failure, insufficiency, arrest"
509.1,28,1,27.7907385444723,0.00108745377941194,3.78119130333613,204.25444969309,Respiratory failure
509.2,8,2,3.97623778943512,0.0808124589176165,0.844372685658318,18.7245125602389,Respiratory insufficiency
509.3,0,0,NA,NA,NA,NA,Pulmonary insufficiency or respiratory failure following trauma and surgery
509.5,0,0,NA,NA,NA,NA,Respiratory arrest
509.8,1,0,211210755.729783,0.998965885769542,0,Inf,Dependence on respirator [Ventilator] or supplemental oxygen
510,6,2,2.96003355907195,0.183822821162992,0.597426190986591,14.6659098697412,Other diseases of lung
510.1,0,0,NA,NA,NA,NA,Lung involvement in conditions classified elsewhere
510.2,0,0,NA,NA,NA,NA,Lung transplant
512,0,0,NA,NA,NA,NA,Wheezing and painful respiration
512.1,3,1,2.89447767660282,0.357374784803237,0.301056412782571,27.8286748417574,Wheezing
512.2,7,0,215333839.346713,0.997260756094973,0,Inf,Painful respiration
512.3,1,0,215559630.015798,0.998964611596386,0,Inf,Abnormal chest sounds
512.7,52,2,25.7185009886155,6.59372786924938E-06,6.2645330220808,105.585091621357,Shortness of breath
512.8,72,20,3.53342085502389,5.91886423175202E-07,2.15298951921819,5.798942738584,Cough
512.9,18,2,8.82009657434842,0.00349157370787831,2.04654585060723,38.0123922255396,Other dypnea
513,1,0,216543118.904174,0.998964352066488,0,Inf,Respiratory abnormalities
513.3,1,0,218630743.673032,0.998963798010958,0,Inf,Hypoventilation
513.31,0,0,NA,NA,NA,NA,Apnea
513.32,0,0,NA,NA,NA,NA,Orthopnea
513.4,0,0,NA,NA,NA,NA,Hyperventilation
513.8,1,0,214143963.597507,0.998964984390403,0,Inf,Disorders of diaphragm
514,2,0,215916183.759175,0.998535545205091,0,Inf,Abnormal findings examination of lungs
514.1,0,0,NA,NA,NA,NA,Abnormal pulmonary function
514.2,0,0,NA,NA,NA,NA,Solitary pulmonary nodule
516,0,0,NA,NA,NA,NA,Abnormal sputum
516.1,1,1,0.991980503015723,0.995457304937526,0.0620458322289165,15.8596521799045,Hemoptysis
519,1,0,217678396.514837,0.998964028463219,0,Inf,Diseases of respiratory system
519.1,1,0,217332491.181236,0.998964125821555,0,Inf,Tracheostomy complications
519.2,1,0,218630743.633253,0.998963798084906,0,Inf,Respiratory complications
519.8,1,0,216969044.023599,0.998964203005098,0,Inf,Other diseases of respiratory system
519.9,0,0,NA,NA,NA,NA,Symptoms involving respiratory system
520,0,0,NA,NA,NA,NA,Disorders of tooth development
520.1,0,0,NA,NA,NA,NA,Hereditary disturbances in tooth structure
520.2,1,3,0.32392819023343,0.328961879550853,0.0336945822455413,3.11413483815459,Disturbances in tooth eruption
521,0,0,NA,NA,NA,NA,Diseases of hard tissues of teeth
521.1,3,0,211543780.670222,0.998208703974349,0,Inf,Dental caries
521.2,0,0,NA,NA,NA,NA,"Dental abrasion, erosion and attrition"
521.4,0,0,NA,NA,NA,NA,Tooth complications likely association with other diseases
522,0,0,NA,NA,NA,NA,Diseases of pulp and periapical tissues
522.1,0,0,NA,NA,NA,NA,Pulpitis and necrosis of tooth pulp
522.5,0,0,NA,NA,NA,NA,Periapical abscess
523,1,0,211920763.88079,0.9989656628374,0,Inf,Gingival and periodontal diseases
523.1,0,0,NA,NA,NA,NA,Gingivitis
523.3,0,0,NA,NA,NA,NA,Periodontitis (acute or chronic)
523.31,0,0,NA,NA,NA,NA,Acute periodontitis
523.32,0,0,NA,NA,NA,NA,Chronic periodontitis
524,0,0,NA,NA,NA,NA,"Dentofacial anomalies, including malocclusion"
