"","Phecode","No. Schizoaffective Patients with P","No. Schizophrenia Patients with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"579","341",0,0,NA,NA,NA,NA,"Other demyelinating diseases of central nervous system"
"580","342",4,9,0.476142950851151,0.217201620880241,0.146517186030696,1.54734141288889,"Hemiplegia"
"581","343",2,5,0.418410557439624,0.297922881314087,0.0811143093798392,2.15828003610482,"Infantile cerebral palsy"
"582","344",8,9,0.893237194001346,0.816275532609556,0.344612438334194,2.31527535281141,"Other paralytic syndromes"
"583","345",27,42,0.693580223482745,0.14013039953402,0.426571133151414,1.12772170693421,"Epilepsy, recurrent seizures, convulsions"
"584","345.1",7,16,0.466766814597548,0.0933579350887172,0.19168323253681,1.13662137436931,"Epilepsy"
"585","345.11",2,12,0.176653272443182,0.0233504904727974,0.0394818879685706,0.79039732572381,"Generalized convulsive epilepsy"
"586","345.12",8,15,0.617781272688055,0.277412797705349,0.259056612434914,1.47324438969865,"Partial epilepsy"
"587","345.3",23,76,0.315106769787679,1.27092671448369e-06,0.197485692764329,0.502782125510815,"Convulsions"
"588","346",0,3,4.82403984752815e-09,0.998212451885644,0,Inf,"Abnormal findings on study of brain, nervous system"
"589","346.1",1,0,791095734.610629,0.999339120455785,0,Inf,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"590","346.2",1,1,1.04141279818346,0.977113797895342,0.0651037876524277,16.6586408460654,"Nonspecific abnormal results of function study of brain and central nervous system"
"591","346.3",1,0,218775859.575423,0.998963752043143,0,Inf,"Nonspecific abnormal findings in cerebrospinal fluid"
"592","347",0,7,4.5943571265114e-09,0.997259070842001,0,Inf,"Cataplexy and narcolepsy"
"593","348",0,41,4.72084883392172e-09,0.993397060324708,0,Inf,"Other conditions of brain"
"594","348.1",0,23,1.74024701990386e-09,0.996842192761171,0,Inf,"Coma; stupor; and brain damage"
"595","348.2",2,6,0.354664903581039,0.204617385743289,0.0714897643073401,1.75951333804066,"Cerebral edema and compression of brain"
"596","348.4",0,0,NA,NA,NA,NA,"Cerebral cysts"
"597","348.7",1,1,1.04149414644981,0.97706529128081,0.065144028613588,16.6509514405892,"Coma"
"598","348.8",28,8,3.65292547991222,0.00124391597514237,1.66373374268951,8.02043272874958,"Encephalopathy, not elsewhere classified"
"599","348.9",3,7,0.439383533348474,0.233493669763362,0.113577470756078,1.69979035536375,"Other conditions of brain, NOS"
"600","349",6,8,0.770289213021513,0.629108909685717,0.26710933795821,2.22135802601604,"Other disorders of the nervous system"
"601","350",0,0,NA,NA,NA,NA,"Abnormal movement"
"602","350.1",7,5,1.55628576468576,0.450987764282885,0.492737142982997,4.91545120122418,"Abnormal involuntary movements"
"603","350.2",51,50,1.07313397379256,0.723449493173975,0.725878396769261,1.58651439529462,"Abnormality of gait"
"604","350.3",23,15,1.73425704771591,0.098770182196226,0.902041035014624,3.33426905296336,"Lack of coordination"
"605","350.5",0,0,NA,NA,NA,NA,"Abnormal reflex"
"606","350.6",1,0,643153294.785383,0.999336998051823,0,Inf,"Disturbances of sensation of smell and taste"
"607","351",11,16,0.777651687707364,0.524462159384911,0.358485952314593,1.68693401649226,"Other peripheral nerve disorders"
"608","352",0,0,NA,NA,NA,NA,"Disorders of other cranial nerves"
"609","352.1",0,3,4.70807769050024e-09,0.99820838689386,0,Inf,"Trigeminal nerve disorders"
"610","352.2",0,1,4.60808039249503e-09,0.998964199964242,0,Inf,"Facial nerve disorders"
"611","353",0,0,NA,NA,NA,NA,"Nerve root and plexus disorders"
"612","353.1",2,2,1.01525687446872,0.987920221761147,0.14298813010887,7.20861599051053,"Nerve plexus lesions"
"613","353.2",0,3,4.59334325281946e-09,0.998205609144751,0,Inf,"Nerve root lesions"
"614","355",3,2,1.54440306887704,0.634025791992375,0.258009989381721,9.24452903886596,"Complex regional/central pain syndrome"
"615","355.1",39,31,1.37959123587316,0.184255345737427,0.857945584430896,2.21840640319927,"Chronic pain syndrome"
"616","356",2,13,0.166440304436941,0.0184470274915038,0.0374596879589743,0.739524978729165,"Hereditary and idiopathic peripheral neuropathy"
"617","357",11,2,5.68225735556252,0.0238819885624118,1.25859646213524,25.654011930136,"Inflammatory and toxic neuropathy"
"618","358",1,0,218559561.108964,0.998963800046582,0,Inf,"Myoneural disorders"
"619","358.1",1,3,0.333115350634194,0.341100848897412,0.0346506558978355,3.20241663405493,"Myasthenia gravis"
"620","359",0,2,4.57316841307938e-09,0.998534539325693,0,Inf,"Muscular dystrophies and other myopathies"
"621","359.1",1,2,0.499728215049319,0.571124452653468,0.0453136584962316,5.51110409540529,"Muscular dystrophies"
"622","359.2",2,0,220788187.645563,0.998533850549414,0,Inf,"Myopathy"
"623","360",0,0,NA,NA,NA,NA,"Disorders of the globe"
"624","360.2",1,0,744594858.858056,0.999337573787815,0,Inf,"progressive myopia"
"625","360.3",0,0,NA,NA,NA,NA,"Hypotony of eye"
"626","361",0,3,5.33874149311623e-09,0.998260489194908,0,Inf,"Retinal detachments and defects"
"627","361.1",0,0,NA,NA,NA,NA,"Retinal detachment with retinal defect"
"628","361.2",0,0,NA,NA,NA,NA,"Retinoschisis and retinal cysts"
"629","362",1,3,0.392616345181882,0.419301171901875,0.0406080587117344,3.79598531410307,"Retinal disorders"
"630","362.1",0,0,NA,NA,NA,NA,"Retinopathy of prematurity"
"631","362.2",0,0,NA,NA,NA,NA,"Macular degeneration"
"632","362.21",7,4,2.35161941256822,0.199564161195764,0.636737421227989,8.68507751735799,"Macular degeneration, dry"
"633","362.22",3,2,1.49910321236278,0.657397182967216,0.250492242192035,8.97157701033132,"Macular degeneration, wet"
"634","362.23",0,0,NA,NA,NA,NA,"Cystoid macular degeneration of retina"
"635","362.26",2,3,0.694661181710835,0.690019834309482,0.115930342938049,4.16244914960497,"Macular puckering of retina"
"636","362.27",0,1,5.96465010498694e-09,0.998994682379103,0,Inf,"Retinal drusen"
"637","362.29",0,1,4.58465967995192e-09,0.998963904116431,0,Inf,"Age-related macular degeneration"
"638","362.3",2,1,2.03184927682291,0.562708245904959,0.184219251850629,22.4103151123057,"Other nondiabetic retinopathy"
"639","362.31",0,0,NA,NA,NA,NA,"Separation of retinal layers"
"640","362.4",0,3,4.85713832402624e-09,0.998213305580327,0,Inf,"Retinal vascular changes and abnomalities"
"641","362.5",0,0,NA,NA,NA,NA,"Toxic maculopathy of retina"
"642","362.6",0,0,NA,NA,NA,NA,"Peripheral retinal degenerations"
"643","362.7",0,1,4.67207963893431e-09,0.998965028372068,0,Inf,"Hereditary retinal dystrophies"
"644","362.8",1,0,218559094.842182,0.998963800617464,0,Inf,"Retinal hemorrhage/ischemia"
"645","362.9",0,2,4.74216014214212e-09,0.998537889388359,0,Inf,"Retinal edema and hypertensive retinopathy"
"646","363",0,0,NA,NA,NA,NA,"Disorders of choroid"
"647","363.3",2,0,1051523425.42053,0.999084999526906,0,Inf,"Chorioretinal scars"
"648","363.4",0,0,NA,NA,NA,NA,"Choroidal degenerations"
"649","364",0,1,4.59236013790015e-09,0.998963993883894,0,Inf,"Disorders of cornea"
"650","364.1",0,1,4.57542355492946e-09,0.998963800585335,0,Inf,"Corneal opacity"
"651","364.2",0,0,NA,NA,NA,NA,"Corneal edema"
"652","364.4",0,1,6.2490748910217e-09,0.999004046043044,0,Inf,"Corneal degenerations"
"653","364.41",0,1,4.57392213585642e-09,0.998963794374558,0,Inf,"Keratoconus"
"654","364.5",0,1,4.57088519921031e-09,0.998963757812166,0,Inf,"Corneal dystrophy"
"655","364.51",0,1,4.90986245514133e-09,0.9989686922123,0,Inf,"Fuchs' dystrophy"
"656","364.9",0,2,4.81949339213805e-09,0.998539398546657,0,Inf,"Cornea replaced by transplant"
"657","365",5,9,0.640040497924649,0.433842929412424,0.209357485138456,1.95670978141868,"Glaucoma"
"658","365.1",6,6,1.11707677038506,0.848524101333092,0.358657255269897,3.47925628883454,"Open-angle glaucoma"
"659","365.11",19,12,1.73928638224661,0.134207025388333,0.842971755814165,3.58863401840406,"Primary open angle glaucoma"
"660","365.2",4,0,744752664.730482,0.998675877330499,0,Inf,"Primary angle-closure glaucoma"
"661","365.5",0,1,4.89046319381842e-09,0.998968361827819,0,Inf,"Pseudoexfoliation glaucoma"
"662","366",15,13,1.34253729485726,0.439919772799841,0.635745686902166,2.83510596330641,"Cataract"
"663","366.1",0,1,4.92335346782975e-09,0.99896892515049,0,Inf,"Nonsenile Cataract"
"664","366.2",16,21,0.897836955351419,0.748414435391521,0.46471899520445,1.73462072072191,"Senile cataract"
"665","366.3",0,0,NA,NA,NA,NA,"Traumatic cataract"
"666","367",0,1,4.61650832464442e-09,0.998964304821609,0,Inf,"Disorders of refraction and accommodation"
"667","367.1",2,11,0.209671508112086,0.0424202185879067,0.046375006139518,0.947970576688175,"Myopia"
"668","367.2",1,2,0.593696937967689,0.670467458657423,0.0537726298129428,6.55493427378125,"Astigmatism"
"669","367.4",1,3,0.385581980916587,0.409818863927724,0.0399860894576154,3.71812963018429,"Presbyopia"
"670","367.8",2,3,0.867651348663654,0.876692504519697,0.144393036834792,5.21367843865767,"Hypermetropia"
"671","367.9",0,3,4.95811746163957e-09,0.998217356494176,0,Inf,"Blindness and low vision"
"672","368",2,7,0.314291267806392,0.149448680225092,0.0651420643136683,1.51636276897389,"Visual disturbances"
"673","368.1",0,1,7.91788922501013e-09,0.999075332721589,0,Inf,"Amblyopia"
"674","368.2",3,5,0.658966804860655,0.568723899388515,0.157016516578076,2.76555141695769,"Diplopia and disorders of binocular vision"
"675","368.3",0,0,NA,NA,NA,NA,"Anisometropia"
"676","368.4",0,4,5.38529624634176e-09,0.997965632877469,0,Inf,"Visual field defects"
"677","368.5",0,0,NA,NA,NA,NA,"Color vision deficiencies"
"678","368.7",0,0,NA,NA,NA,NA,"Disorders of accommodation"
"679","368.9",0,0,NA,NA,NA,NA,"Subjective visual disturbances"
"680","368.91",1,0,218630743.925698,0.99896378825708,0,Inf,"Psychophysical visual disturbances"
"681","369",0,1,4.57840606461314e-09,0.998963833360253,0,Inf,"Infection of the eye"
"682","369.2",1,1,1.21948223827187,0.888959519894581,0.0752428591166697,19.7644925634026,"Eye infection, viral"
"683","369.5",3,1,3.21625976439799,0.312114850284686,0.333872309326277,30.9828835250198,"Conjunctivitis, infectious"
"684","370",0,0,NA,NA,NA,NA,"Keratitis"
"685","370.1",0,0,NA,NA,NA,NA,"Corneal ulcer"
"686","370.2",0,1,4.57240134878916e-09,0.998963765370619,0,Inf,"Superficial keratitis"
"687","370.3",0,0,NA,NA,NA,NA,"Keratoconjunctivitis"
"688","370.31",0,1,2.0558124165107e-09,0.999351166395267,0,Inf,"Keratoconjunctivitis sicca"
"689","371",0,0,NA,NA,NA,NA,"Inflammation of the eye"
"690","371.1",1,1,1.13955993510415,0.92643326525073,0.0711825576178716,18.2431889096458,"Uveitis"
"691","371.2",0,0,NA,NA,NA,NA,"Conjunctivitis, noninfectious"
"692","371.21",1,3,0.351032668741984,0.364986324892179,0.0364491340276892,3.38070952331846,"Allergic conjunctivitis"
"693","371.3",2,6,0.433359822976949,0.307524410302018,0.0869631976072212,2.15954267250884,"Inflammation of eyelids"
"694","371.33",0,0,NA,NA,NA,NA,"Noninfectious dermatoses of eyelid"
"695","371.9",0,0,NA,NA,NA,NA,"Chronic inflammatory disorders of orbit"
"696","372",1,1,1.13565753159871,0.92841583628816,0.0707842407609149,18.2204119901928,"Disorders of conjunctiva"
"697","374",0,1,2.04620493507825e-09,0.99935074425408,0,Inf,"Other disorders of eyelids"
"698","374.1",1,1,1.13692415040061,0.927704352396061,0.0710979871405086,18.1804939317008,"Ectropion or entropion"
"699","374.2",0,0,NA,NA,NA,NA,"Lagophthalmos"
"700","374.3",3,0,633116900.731663,0.998852198719569,0,Inf,"Ptosis of eyelid"
"701","374.6",0,0,NA,NA,NA,NA,"Dermatochalasis"
"702","375",0,0,NA,NA,NA,NA,"Disorders of lacrimal system"
"703","375.1",5,7,0.831411742407216,0.752856508620099,0.263454528896651,2.62377529931842,"Dry eyes"
"704","375.2",0,0,NA,NA,NA,NA,"Epiphora"
"705","376",0,0,NA,NA,NA,NA,"Disorders of the orbit"
"706","377",1,1,1.09325025124977,0.949783107210151,0.0681920257233992,17.526919008179,"Disorders of optic nerve and visual pathways"
"707","377.1",1,0,227162331.84565,0.998962021067609,0,Inf,"Optic atrophy"
"708","377.3",0,2,4.56557394856035e-09,0.998534426104152,0,Inf,"Optic neuritis/neuropathy"
"709","378",0,1,1.92845210261343e-09,0.999345870623012,0,Inf,"Disorders of binocular eye movements"
"710","378.1",1,1,1.08995968425774,0.951448022281221,0.068106855221888,17.4433558771252,"Strabismus (not specified as paralytic)"
"711","378.2",0,0,NA,NA,NA,NA,"Nystagmus and other irregular eye movements"
"712","378.5",0,1,4.83132650274064e-09,0.998967385286362,0,Inf,"Paralytic strabismus"
"713","379",0,0,NA,NA,NA,NA,"Other disorders of eye"
"714","379.1",1,1,1.20828546267628,0.893586001934958,0.0755482762491883,19.3247792246022,"Scleritis and episcleritis"
"715","379.2",5,10,0.629115505391414,0.403231858862295,0.212219711376436,1.86498377816492,"Disorders of vitreous body"
"716","379.3",2,0,227541250.520304,0.998532017209703,0,Inf,"Aphakia and other disorders of lens"
"717","379.4",0,0,NA,NA,NA,NA,"Anomalies of pupillary function"
"718","379.5",0,0,NA,NA,NA,NA,"Disorders of iris and ciliary body"
"719","379.51",0,0,NA,NA,NA,NA,"Pigmentary iris degeneration"
"720","379.9",0,0,NA,NA,NA,NA,"Pain, swelling or discharge of eye"
"721","380",0,0,NA,NA,NA,NA,"Other disorders of external ear"
"722","380.1",0,2,6.29135472449533e-09,0.998624746877577,0,Inf,"Otitis externa"
"723","380.4",8,6,1.51388548506485,0.447529490755116,0.519242167124554,4.41383502149255,"Impacted cerumen"
"724","381",0,0,NA,NA,NA,NA,"Eustachian tube disorders"
"725","381.1",1,1,1.0148819169976,0.991665921310045,0.0634769514658556,16.2261306137669,"Otitis media"
"726","381.11",1,5,0.304809695983695,0.284140744600907,0.0346610178884487,2.68050266338647,"Suppurative and unspecified otitis media"
"727","381.2",0,2,1.87892894301759e-09,0.999072838121448,0,Inf,"Eustachian tube disorders"
"728","381.3",0,2,5.50514879194467e-09,0.998571510245904,0,Inf,"Mastoiditis"
"729","381.9",0,0,NA,NA,NA,NA,"Otorrhea"
"730","382",1,2,0.642169921297879,0.721754821760956,0.0561053219349682,7.35014422157165,"Otalgia"
"731","383",0,0,NA,NA,NA,NA,"Otosclerosis"
"732","384",0,0,NA,NA,NA,NA,"Other disorders of tympanic membrane"
"733","384.1",0,0,NA,NA,NA,NA,"Myringitis"
"734","384.4",1,1,1.15518763076768,0.918787692245232,0.0721608924664378,18.4928209265055,"Perforation of tympanic membrane"
"735","385",0,0,NA,NA,NA,NA,"Other disorders of middle ear and mastoid"
"736","385.3",0,0,NA,NA,NA,NA,"Cholesteatoma"
"737","385.5",0,0,NA,NA,NA,NA,"Tympanosclerosis and middle ear disease related to otitis media"
"738","386",0,0,NA,NA,NA,NA,"Vertiginous syndromes and other disorders of vestibular system"
"739","386.1",1,1,1.05527650213054,0.969653272945951,0.0660006316877048,16.8726945102304,"Meniere's disease"
"740","386.2",0,4,7.20272039427169e-09,0.998334347937827,0,Inf,"Peripheral or central vertigo"
"741","386.21",1,0,218125461.115048,0.998963902493332,0,Inf,"Central origin vertigo"
"742","386.3",0,0,NA,NA,NA,NA,"Labyrinthitis"
"743","386.9",22,41,0.580013620855453,0.0400951506911306,0.344803035684174,0.975675285776769,"Light-headedness and vertigo"
"744","388",0,0,NA,NA,NA,NA,"Other disorders of ear"
"745","389",7,6,1.26174971602775,0.677589539220896,0.421659642670117,3.77558624253168,"Hearing loss"
"746","389.1",5,4,1.51206024245456,0.540895600337539,0.401772773347229,5.69059510370508,"Sensorineural hearing loss"
"747","389.2",1,0,640656629.035643,0.999337040572672,0,Inf,"Conductive hearing loss"
"748","389.3",0,0,NA,NA,NA,NA,"Degenerative and vascular disorders of ear"
"749","389.4",0,1,6.71786372818728e-09,0.999021352338985,0,Inf,"Tinnitus"
"750","389.5",0,0,NA,NA,NA,NA,"Disorders of acoustic nerve"
"751","394",0,0,NA,NA,NA,NA,"Chronic rheumatic disease of the heart valves"
"752","394.1",0,1,1.10969392109458e-08,0.999282110297008,0,Inf,"Mitral valve stenosis and/or aortic valve stenosis"
"753","394.11",0,1,4.73862371614074e-09,0.998965967615321,0,Inf,"Mitral stenosis/insufficiency"
"754","394.12",0,0,NA,NA,NA,NA,"Aortic stenosis/insufficiency"
"755","394.2",0,0,NA,NA,NA,NA,"Mitral valve disease"
"756","394.3",0,0,NA,NA,NA,NA,"Aortic valve disease"
"757","394.4",0,0,NA,NA,NA,NA,"Acute rheumatic heart disease"
"758","394.7",0,0,NA,NA,NA,NA,"Disease of tricuspid valve"
"759","395",0,0,NA,NA,NA,NA,"Heart valve disorders"
"760","395.1",4,12,0.361639764669092,0.078520488171753,0.116460807664578,1.12298138758053,"Nonrheumatic mitral valve disorders"
"761","395.2",10,9,1.15540522758817,0.753376950827511,0.46923230201233,2.84499007040441,"Nonrheumatic aortic valve disorders"
"762","395.3",1,2,0.541189644111516,0.61637211669883,0.0489984143272265,5.97746345295107,"Nonrheumatic tricuspid valve disorders"
"763","395.4",0,0,NA,NA,NA,NA,"Nonrheumatic pulmonary valve disorders"
"764","395.6",5,13,0.396109151656023,0.0785829661987103,0.141147217157057,1.11162276654074,"Heart valve replaced"
"765","396",1,0,619993564.864709,0.999337627068079,0,Inf,"Abnormal heart sounds"
"766","401",0,1,4.57392213642989e-09,0.998963794384017,0,Inf,"Hypertension"
"767","401.1",527,522,1.03530849662196,0.575069422997122,0.917029038086107,1.16884377556316,"Essential hypertension"
"768","401.2",12,6,2.05122260853855,0.150885635630537,0.769617981052414,5.46701648527772,"Hypertensive heart and/or renal disease"
"769","401.21",21,15,1.66661904711906,0.142539992630433,0.84204127391695,3.29867327678526,"Hypertensive heart disease"
"770","401.22",29,29,1.10108087624276,0.718999147251422,0.651646935493433,1.8604846121305,"Hypertensive chronic kidney disease"
"771","401.3",6,18,0.348206950342971,0.0252993838781077,0.138158983853213,0.877598234190634,"Other hypertensive complications"
"772","402",4,3,1.37010687752806,0.680267310907194,0.306437786409708,6.12585307394132,"Elevated blood pressure reading"
"773","411",0,0,NA,NA,NA,NA,"Ischemic Heart Disease"
"774","411.1",1,4,0.282491713609537,0.260117438275167,0.0312967374010468,2.5498366566281,"Unstable angina (intermediate coronary syndrome)"
"775","411.2",10,22,0.495171709056133,0.0666434696768727,0.233646499798243,1.04942732573054,"Myocardial infarction"
"776","411.3",6,10,0.652531355938029,0.409178211376321,0.236771331543801,1.79834766188133,"Angina pectoris"
"777","411.4",75,95,0.822072236260686,0.20557253992464,0.606960149736902,1.11342196340828,"Coronary atherosclerosis"
"778","411.41",0,0,NA,NA,NA,NA,"Aneurysm and dissection of heart"
"779","411.8",8,14,0.590832060886966,0.235621559568609,0.247622398338216,1.40973727140444,"Chronic ischemic heart disease"
"780","411.9",0,1,4.57545526248862e-09,0.998963789446787,0,Inf,"Other acute and subacute forms of ischemic heart disease"
"781","414",2,4,0.528847532135504,0.462326731488636,0.096734121621392,2.89122088005773,"Other forms of chronic heart disease"
"782","414.2",0,2,4.60389155431715e-09,0.99853507849189,0,Inf,"ASCVD"
"783","415",1,6,0.175021450296795,0.10683661482327,0.0210438969711297,1.4556480725038,"pulmonary heart disease"
"784","415.1",0,20,4.66668475816426e-09,0.995373249119821,0,Inf,"Pulmonary embolism and infarction"
"785","415.11",3,0,220367432.728909,0.998204521316871,0,Inf,"Pulmonary embolism and infarction, acute"
"786","415.2",1,1,1.01723795644349,0.990357983940047,0.063620611048795,16.2647457006612,"Primary pulmonary hypertension"
"787","415.21",0,0,NA,NA,NA,NA,"Primary pulmonary hypertension"
"788","416",4,12,0.348304696160118,0.0678055460824045,0.112303830607109,1.08024954012132,"Cardiomegaly"
"789","418",67,110,0.669215755756985,0.00994310837897338,0.493105614306764,0.908222731114114,"Nonspecific chest pain"
"790","418.1",1,5,0.221955793088659,0.169717382890031,0.0258901905340215,1.90282006696239,"Precordial pain"
"791","420",0,0,NA,NA,NA,NA,"Carditis"
"792","420.1",0,0,NA,NA,NA,NA,"Myocarditis"
"793","420.2",0,1,4.57392213228922e-09,0.998963794339814,0,Inf,"Pericarditis"
"794","420.21",0,0,NA,NA,NA,NA,"Acute pericarditis"
"795","420.22",0,0,NA,NA,NA,NA,"Chronic pericarditis"
"796","420.3",2,2,0.999670142951268,0.999736768743386,0.140817027392925,7.09672980043619,"Endocarditis"
"797","420.4",0,0,NA,NA,NA,NA,"Other rheumatic heart disease"
"798","425",0,0,NA,NA,NA,NA,"Cardiomyopathy"
"799","425.1",13,19,0.725683242810649,0.373722492266516,0.358029400657731,1.47087409002931,"Primary/intrinsic cardiomyopathies"
"800","425.11",1,0,218630744.014283,0.998963788359488,0,Inf,"Hypertrophic obstructive cardiomyopathy"
"801","425.12",0,0,NA,NA,NA,NA,"Other hypertrophic cardiomyopathy"
"802","425.2",0,3,4.57441978475762e-09,0.998205230925862,0,Inf,"Secondary/extrinsic cardiomyopathies"
"803","425.8",1,0,218630744.200781,0.998963788388822,0,Inf,"Other cardiomyopathy"
"804","426",0,0,NA,NA,NA,NA,"Cardiac conduction disorders"
"805","426.2",0,1,4.60019248134762e-09,0.998964098038024,0,Inf,"AV block"
"806","426.21",0,2,5.86557839219663e-09,0.998614467486944,0,Inf,"First degree AV block"
"807","426.22",0,0,NA,NA,NA,NA,"Mobitz II AV block"
"808","426.23",1,0,226721243.482397,0.998962089550805,0,Inf,"Second degree AV block"
"809","426.24",0,0,NA,NA,NA,NA,"Atrioventricular block, complete"
"810","426.25",0,0,NA,NA,NA,NA,"Other heart block"
"811","426.3",1,0,219811516.921128,0.998963494440006,0,Inf,"Bundle branch block"
"812","426.31",3,1,3.15928706242127,0.319431843983734,0.328179040626115,30.4135654846818,"Right bundle branch block"
"813","426.32",3,4,0.758314066975977,0.717187257902464,0.169713489620104,3.38830004297742,"Left bundle branch block"
"814","426.4",1,0,218630744.035305,0.998963788378013,0,Inf,"Anomalous atrioventricular excitation"
"815","426.7",12,18,0.852962956218893,0.678525712497077,0.402081657499816,1.80944788480436,"Abnormal electrocardiogram"
"816","426.8",0,1,4.57392214072705e-09,0.998963794266999,0,Inf,"Other cardiac conduction disorders"
"817","426.9",2,0,223682328.143417,0.998533036546869,0,Inf,"Cardiac pacemaker/device in situ"
"818","426.91",9,12,0.807267594935239,0.628168236928035,0.339408135795449,1.92005111576133,"Cardiac pacemaker in situ"
"819","426.92",6,7,0.872329713058607,0.806080033451736,0.293139588242609,2.59589342008328,"Cardiac defibrillator in situ"
"820","427",0,0,NA,NA,NA,NA,"Cardiac dysrhythmias"
"821","427.1",0,0,NA,NA,NA,NA,"Paroxysmal tachycardia, unspecified"
"822","427.11",5,4,1.27451131559438,0.717728339250333,0.342129520743388,4.74784838808593,"Paroxysmal supraventricular tachycardia"
"823","427.12",4,6,0.674847759292836,0.542385367594689,0.190424481432217,2.39160161969337,"Paroxysmal ventricular tachycardia"
"824","427.2",0,0,NA,NA,NA,NA,"Atrial fibrillation & flutter"
"825","427.21",50,55,0.916980949728497,0.657442812397466,0.625170963837401,1.34499858567275,"Atrial fibrillation"
"826","427.22",1,7,0.144102574267007,0.0699771744972304,0.0177284907400795,1.17130962893715,"Atrial flutter"
"827","427.3",6,19,0.339095769317129,0.0211074376233043,0.135248976807589,0.85017974614595,"Other specified cardiac dysrhythmias"
"828","427.4",0,0,NA,NA,NA,NA,"Cardiac arrest & ventricular fibrillation"
"829","427.41",0,2,4.57167476395532e-09,0.998534531337474,0,Inf,"Ventricular fibrillation & flutter"
"830","427.42",0,1,4.57241188879911e-09,0.998963752403094,0,Inf,"Cardiac arrest"
"831","427.5",5,7,0.76385954431754,0.645586726823028,0.242355026464073,2.40754818234189,"Cardiac arrhythmia NOS"
"832","427.6",2,4,0.938516751293381,0.94688537339306,0.145100011917224,6.07039021444579,"Premature beats"
"833","427.61",1,0,691811748.56508,0.999336687832119,0,Inf,"Supraventricular premature beats"
"834","427.7",13,22,0.674560814099209,0.267340486906594,0.336435955081585,1.35250791434537,"Tachycardia NOS"
"835","427.8",4,3,1.48784500613486,0.603372287752337,0.332357495586498,6.66054712674392,"Sinoatrial node dysfunction"
"836","427.9",12,14,1.07809647853672,0.852060405174329,0.4891412320939,2.37618900385433,"Palpitations"
"837","428",0,24,4.70010391920061e-09,0.994935565441414,0,Inf,"Heart failure"
"838","428.1",30,50,0.610596355599884,0.0327268529669387,0.388250203718865,0.960277434243994,"Systolic/diastolic heart failure"
"839","428.2",0,6,4.95668760267487e-09,0.997479945293517,0,Inf,"Heart failure NOS"
"840","428.3",18,1,18.4952114627608,0.00451705137178863,2.46889142510686,138.553216060295,"Heart failure with reduced EF [Systolic or combined heart failure]"
"841","428.4",14,1,14.3629182237118,0.0100519445445121,1.88832498491924,109.246777725528,"Heart failure with preserved EF [Diastolic heart failure]"
"842","429",0,0,NA,NA,NA,NA,"Ill-defined descriptions and complications of heart disease"
"843","429.1",0,2,4.57317677151379e-09,0.998534539849673,0,Inf,"Heart transplant/surgery"
"844","429.2",0,0,NA,NA,NA,NA,"Abnormal function study of cardiovascular system"
"845","429.3",4,3,1.56667033192049,0.559674349841362,0.346621748235952,7.08107884577705,"Symptoms involving cardiovascular system"
"846","429.9",0,0,NA,NA,NA,NA,"Cardiac complications, not elsewhere classified"
"847","430",0,2,4.59020535026464e-09,0.998534849909964,0,Inf,"Intracranial hemorrhage"
"848","430.1",0,4,4.67679160864623e-09,0.997930448630924,0,Inf,"Subarachnoid hemorrhage"
"849","430.2",2,9,0.224601864340535,0.0560943100015111,0.0485249990418408,1.0395878096102,"Intracerebral hemorrhage"
"850","430.3",1,3,0.334759531262269,0.343270474674793,0.0348212377538015,3.21826422608139,"Subdural hemorrhage"
"851","433",1,1,1.27283119258557,0.864994714925197,0.0788835628812098,20.5378558681293,"Cerebrovascular disease"
"852","433.1",5,17,0.32546346250276,0.0285141618040083,0.119189657270125,0.888721956672967,"Occlusion and stenosis of precerebral arteries"
"853","433.11",0,2,4.57317112788615e-09,0.998534539607684,0,Inf,"Occlusion of cerebral arteries, with cerebral infarction"
"854","433.12",1,2,0.525344563441789,0.599382082416912,0.0475733148030116,5.80129661934704,"Cerebral atherosclerosis"
"855","433.2",0,2,5.0019275596588e-09,0.998545383776305,0,Inf,"Occlusion of cerebral arteries"
"856","433.21",17,18,1.00216135778562,0.994943319561677,0.513998464730142,1.9539501690263,"Ischemic stroke"
"857","433.3",4,2,2.02290785067938,0.415927691014291,0.370505286534009,11.0447983364055,"Cerebral ischemia"
"858","433.31",21,31,0.769714664464898,0.360735329144392,0.439104723830512,1.34924684827802,"Transient cerebral ischemia"
"859","433.32",0,1,4.57392213036376e-09,0.998963794419714,0,Inf,"Moyamoya disease"
"860","433.5",0,3,4.65647918953681e-09,0.998207072565392,0,Inf,"Cerebral aneurysm"
"861","433.6",0,21,4.74693693374238e-09,0.995271631734313,0,Inf,"Acute, but ill-defined cerebrovascular disease"
"862","433.8",22,30,0.756833686107961,0.321950620632391,0.436074624404189,1.31353029131282,"Late effects of cerebrovascular disease"
"863","440",1,0,218484883.98954,0.998963818138558,0,Inf,"Atherosclerosis"
"864","440.1",1,0,218846017.021154,0.998963724448478,0,Inf,"Atherosclerosis of renal artery"
"865","440.2",9,9,1.08286119070856,0.866140344823117,0.429119529188592,2.7325448472596,"Atherosclerosis of the extremities"
"866","440.21",1,3,0.337267895999239,0.346577633174691,0.0350813274159547,3.24245523332224,"Atherosclerosis of native arteries of the extremities with ulceration or gangrene"
